Subject_id,Computer_name,Block_type,Date,Session_id,Match_start,Match_end,Team_number,screenshot_kill,screenshot_death,screenshot_result,Total_damage_deal,Gun_damage_deal,Rocket_damage_deal,Total_damage_taken,Gun_damage_taken,Rocket_damage_taken,Total_engage,Gun_engage,Rocket_engage,Total_shot_all,Gun_shot_all,Rocket_shot_all,Total_shot_hit,Gun_shot_hit,Rocket_shot_hit,Damager_per_Second_all,Shot_per_Second_all,Damager_per_Second_Hit_only,Shot_per_Second_Hit_only,Gun_kill,Rocket_kill,Total_kill,Death_by_gun,Death_by_rocket,Total_Death,Self_kill,Game_result,Total_key_pressed,W_key,A_key,S_key,D_key,R_key,Q_key,MouseScrollDown,MouseScrollUp,SpaceBar,LeftMouseButton,RightMouseButton,Tab_key,Percent_of_Null_in_Pupil,Percent_of_Null_in_Gaze,Pupil_Average_mean,Pupil_Average_std,Pupil_Average_min,Pupil_Average_25th,Pupil_Average_50th,Pupil_Average_75th,Pupil_Average_max,Pupil_difference_mean,Pupil_difference_std,Pupil_difference_min,Pupil_difference_25th,Pupil_difference_50th,Pupil_difference_75th,Pupil_difference_max,Gaze_velocity_mean,Gaze_velocity_std,Gaze_velocity_min,Gaze_velocity_25th,Gaze_velocity_50th,Gaze_velocity_75th,Gaze_velocity_max,Heart_rate_min,Heart_rate_mean,Heart_rate_max,Heart_rate_variability,ECG_signal_to_noise,Q5_trusted_by_teamate,Q7_trusted_by_teamate,Q10_trusted_by_teamate,cluster_labels,Missing_percent,final_result,Team_type,Q2,Q3,Q4,Q3_Q4
BVCX,mammal_panda,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078449226050702,0.0965639526525135,2.9941265489780964,0.2396351425795571,1.24755859375,2.8315963745117188,2.9755592346191406,3.145214080810547,3.9269866943359375,0.1180111805266295,0.0824313933437586,1.52587890625e-05,0.0638847351074219,0.1083374023437502,0.1530952453613281,1.101898193359375,0.575337415413104,0.9061444338186104,0.0031547635620492,0.1620802712970968,0.313574031280723,0.6423118711053927,28.81030367832778,57.25190308285659,61.93569615887119,67.87329833471107,23.525739471701183,10.267628060117383,,,,3,,,,friend,stranger,stranger,"stranger
stranger"
BVCX,mammal_panda,block_01,2024-04-16,1263e8ef-4b1f-9a88-a07b-85971cac44ab,2024-04-16 10:57:55.237102-04:00,2024-04-16 11:08:10.982526-04:00,14.0,2.0,11.0,lost,210.0,210.0,0.0,729.1928016,615.0,114.1928016,17.0,17.0,0.0,141.0,141.0,0.0,14.0,14.0,0.0,3.4348610928532053,0.228990739523547,0.3410500375882615,0.0227366691725507,2.0,0.0,2.0,10.0,1.0,11.0,0.0,lost,471.0,128.0,143.0,5.0,84.0,2.0,0.0,0.0,0.0,41.0,59.0,4.0,0.0,0.0897608874896934,0.0988681508132823,3.942543301587481,0.34116217750614,1.7532958984375,3.713953018188477,3.9268951416015625,4.16926383972168,5.701934814453125,0.2366631458485354,0.0798154853254997,4.57763671875e-05,0.1890869140625004,0.2338409423828125,0.2777862548828125,1.881927490234375,0.6455412774724479,1.4849614711245862,0.0009292355492524,0.1475543033819378,0.2554248942879163,0.4460792677479733,46.69881707499192,20.215635488801915,69.1061838574475,124.9999329448106,75.4134296433375,10.196421796428004,11.0,11.0,73.0,3,1.0,lost,"(1,3)",friend,stranger,stranger,"stranger
stranger"
BVCX,mammal_panda,block_02,2024-04-16,6ee85647-4297-186c-24fa-c4970441459c,2024-04-16 11:12:32.018475-04:00,2024-04-16 11:22:47.387228-04:00,14.0,3.0,21.0,lost,450.0,450.0,0.0,1583.916572,1020.0,563.916572,18.0,18.0,0.0,99.0,99.0,0.0,30.0,30.0,0.0,2.4131872032182957,0.1608791468812197,0.7312688494600895,0.0487512566306726,3.0,0.0,3.0,16.0,5.0,21.0,0.0,lost,446.0,105.0,72.0,2.0,114.0,0.0,0.0,0.0,0.0,38.0,60.0,51.0,0.0,0.1785103600885133,0.2074280828807081,3.866137822897639,0.3688546663256353,1.6998291015625,3.61279296875,3.847343444824219,4.119331359863281,4.987884521484375,0.2256333923975281,0.0817030415210979,9.1552734375e-05,0.1770477294921875,0.2253265380859375,0.2709197998046875,2.24603271484375,0.6463481952549953,1.6423411621583903,0.0008475267152888,0.1403039811889709,0.2383902711363999,0.4156950397572904,68.15439390256296,57.47126930271466,67.61706491568633,96.15387172389288,78.94275081570724,10.217654085886958,10.0,56.0,57.0,3,1.0,lost,"(1,3)",friend,stranger,stranger,"stranger
stranger"
BVCX,mammal_panda,block_03,2024-04-16,b8103d26-48b2-edb7-9cf6-febff2e0b27b,2024-04-16 11:27:04.499339-04:00,2024-04-16 11:37:19.733358-04:00,14.0,2.0,16.0,lost,525.0,525.0,0.0,1035.726212,870.0,165.726212,29.0,29.0,0.0,173.0,173.0,0.0,35.0,35.0,0.0,4.217907202559942,0.2811938135039961,0.8533338271075027,0.0568889218071668,2.0,0.0,2.0,15.0,1.0,16.0,0.0,lost,463.0,82.0,112.0,5.0,78.0,1.0,4.0,0.0,0.0,39.0,89.0,51.0,0.0,0.050896182786291,0.0579956503262255,3.852902533061736,0.3956461492747752,2.4337921142578125,3.56179428100586,3.819503784179688,4.112056732177734,5.149444580078125,0.2167018474757128,0.0705130873373907,4.577636718838818e-05,0.1731109619140629,0.2147216796875004,0.2613830566406245,1.2991485595703125,0.6135834676252994,1.6324640309235297,0.0004469122757421,0.1421263813577757,0.2380457281051298,0.4066235523355068,100.16709911011372,57.25190308285659,66.44092738505016,77.72019976510214,26.19035807103059,10.4455635769504,9.0,28.0,35.0,3,1.0,lost,"(1,3)",friend,stranger,stranger,"stranger
stranger"
BVCX,mammal_panda,block_04,2024-04-16,7dcb719f-46a8-2478-bac5-4da70d64241f,2024-04-16 11:41:35.548627-04:00,2024-04-16 11:51:51.212965-04:00,14.0,4.0,13.0,lost,465.836047,90.0,375.836047,1045.4480523,540.0,505.4480523,13.0,8.0,5.0,60.0,49.0,11.0,11.0,6.0,5.0,2.192780246920847,0.0974557015839368,0.7566396463912126,0.0178668786237217,0.0,4.0,4.0,8.0,5.0,13.0,0.0,lost,454.0,107.0,49.0,0.0,144.0,0.0,34.0,0.0,0.0,40.0,54.0,24.0,0.0,0.0617130652891946,0.0656617080984428,3.730518374114544,0.3710699297231468,1.6475677490234375,3.4743804931640625,3.6912918090820312,3.966377258300781,4.8577728271484375,0.2118227514873935,0.0655693318644491,0.00030517578125,0.1727294921875,0.2103118896484368,0.2497558593750001,1.90423583984375,0.6547352695315009,1.6317553729373258,0.0012535775885355,0.1511801351548027,0.2505327435461537,0.4185530127594142,50.99906301166353,59.76095924063204,67.91491661463442,86.20691379762164,25.185816956359226,10.520248027920715,2.0,11.0,61.0,3,1.0,lost,"(1,3)",friend,stranger,stranger,"stranger
stranger"
CVBN,reptile_komodo,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0647064245552585,0.0682551387224629,4.005236776123705,0.2067581453703665,1.5281829833984375,3.872772216796875,3.979904174804688,4.139350891113281,4.8626708984375,0.0783319638271973,0.072889903625297,4.57763671875e-05,0.0348434448242183,0.0670928955078125,0.1029205322265627,1.739288330078125,0.4678700954325483,1.4159001270960223,0.0009313488170748,0.1247730489244147,0.2176167475062859,0.3768380704512604,109.29182648771744,95.54136180991516,115.68406277844774,135.13513339358235,11.73528923010205,6.571523887944331,,,,1,,,,friend,stranger,stranger,"stranger
stranger"
CVBN,reptile_komodo,block_01,2024-04-09,81378b98-41c5-d358-1442-72be5ced37bb,2024-04-09 15:25:24.122564-04:00,2024-04-09 15:35:39.881001-04:00,16.0,9.0,3.0,win,585.0,585.0,0.0,249.23286195,150.0,99.23286195,16.0,15.0,1.0,138.0,137.0,1.0,39.0,39.0,0.0,3.4134662778481752,0.2241138597667318,0.9500478837937548,0.0633365255862503,9.0,0.0,9.0,2.0,1.0,3.0,0.0,win,949.0,168.0,254.0,54.0,318.0,22.0,0.0,4.0,2.0,36.0,37.0,45.0,0.0,0.0234528875379939,0.0246079027355623,4.854909713293459,0.4121723987957543,1.5436859130859375,4.670864105224609,4.919708251953125,5.141973495483398,6.002365112304688,0.1398485221545084,0.0920211462186669,1.52587890625e-05,0.0651321411132817,0.13128662109375,0.2036285400390625,1.4821929931640625,0.6457649892002147,1.3066054690463544,0.0012827967158135,0.1802537135142778,0.3146235380297891,0.5459374597910827,42.745535452053225,129.31034854844702,159.55075924510626,174.41867428127858,3.678264838058408,5.623259789737983,15.0,100.0,91.0,1,1.0,win,"(1,1)",friend,stranger,stranger,"stranger
stranger"
CVBN,reptile_komodo,block_02,2024-04-09,ca5139a6-4482-929d-9f37-54910b13f6a3,2024-04-09 15:41:12.594259-04:00,2024-04-09 15:51:28.226923-04:00,16.0,,,,1268.9839378,885.0,383.9839378,535.513111,120.0,415.513111,27.0,20.0,7.0,230.0,219.0,11.0,65.0,59.0,6.0,6.385861184747014,0.3735994099234475,2.061268045062664,0.1055824419348873,14.0,4.0,18.0,1.0,5.0,6.0,0.0,win,968.0,156.0,321.0,38.0,226.0,21.0,0.0,19.0,0.0,52.0,69.0,62.0,0.0,0.03808093737692,0.0398532886963371,5.01694260459253,0.3813022521999049,1.6453704833984375,4.785804748535156,5.046913146972656,5.271842956542969,6.288017272949219,0.0832689594520934,0.0698546161929812,0.0,0.031524658203125,0.068939208984375,0.117034912109375,1.4547271728515625,0.610661419667245,1.787512387007916,0.001458146662465,0.1762550259529174,0.3052235802740637,0.517988709226282,239.56053520609555,133.92851383864922,153.52846925328762,168.53935112632703,3.96906098163161,5.761500980566535,19.0,91.0,90.0,1,,win,"(1,1)",friend,stranger,stranger,"stranger
stranger"
CVBN,reptile_komodo,block_03,2024-04-09,b2c14a1f-48d5-3766-86db-52b27a73b13b,2024-04-09 15:57:50.375414-04:00,2024-04-09 16:08:05.546501-04:00,16.0,15.0,8.0,win,1280.8975615,660.0,620.8975615,658.21688578,150.0,508.21688578,31.0,20.0,11.0,162.0,140.0,22.0,57.0,44.0,13.0,4.931016108369216,0.2633413751449602,2.0821810201557795,0.0926571505139675,9.0,6.0,15.0,2.0,6.0,8.0,0.0,win,1007.0,129.0,235.0,47.0,329.0,15.0,0.0,19.0,0.0,73.0,88.0,69.0,0.0,0.0308595514074966,0.0315118671283054,5.083938324398497,0.4062199220809483,2.64263916015625,4.85760498046875,5.120147705078125,5.35504150390625,6.303985595703125,0.0718295535288915,0.0589223689879617,0.0,0.0277252197265629,0.0594329833984375,0.1029434204101562,1.2041015625,0.5844711834588172,1.1935486056915094,0.0017648262716087,0.178605248929849,0.3071998525474619,0.5176720771571218,69.02306289946817,130.4347717919746,147.98841265860483,163.04357037206924,4.535738887943587,5.710494778513283,19.0,91.0,89.0,1,1.0,win,"(1,1)",friend,stranger,stranger,"stranger
stranger"
CVBN,reptile_komodo,block_04,2024-04-09,4f300843-434e-188e-ca63-70a6fceb8f72,2024-04-09 16:13:54.698624-04:00,2024-04-09 16:24:09.941301-04:00,16.0,20.0,5.0,win,1403.93456,525.0,878.93456,463.201236,210.0,253.201236,24.0,11.0,13.0,153.0,127.0,26.0,50.0,35.0,15.0,5.34760795486884,0.2486823585549154,2.2819199845591984,0.0812687446257893,9.0,11.0,20.0,3.0,2.0,5.0,0.0,win,967.0,136.0,254.0,41.0,240.0,20.0,0.0,19.0,0.0,126.0,87.0,42.0,0.0,0.0428756122423609,0.05109271276199,5.342546923885305,0.3549085638012986,2.353424072265625,5.114830017089844,5.361480712890625,5.589717864990234,6.344581604003906,0.0911238575924676,0.0719586421067281,0.0,0.0359039306640625,0.07562255859375,0.1303253173828134,0.9404449462890624,0.63117584218,1.268083298891012,0.0020266858038937,0.1887663830170851,0.3202581713967302,0.5389783572914109,27.078134239158167,122.95084081648606,141.72177758380758,157.8947883563857,5.780730424672332,5.8051701891171446,19.0,94.0,94.0,1,1.0,win,"(1,1)",friend,stranger,stranger,"stranger
stranger"
DFGH,reptile_gila,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0391714427546369,0.0395324698767994,3.917873459685121,0.4173979468538523,1.653228759765625,3.627243041992188,3.863128662109375,4.195671081542969,5.397872924804688,0.074093262808921,0.0706078453773877,1.525878906205591e-05,0.0311203002929687,0.0624389648437495,0.1003265380859377,2.1155242919921875,0.4924994545535027,1.2863009631589424,0.0011833418536315,0.1300640650979549,0.2236025910968055,0.3775369949006182,53.151630160390994,71.77033787564474,86.31722513584346,100.67114834957128,26.738595205532885,5.408979083949836,,,,1,,,,friend,stranger,stranger,"stranger
stranger"
DFGH,reptile_gila,block_01,2024-04-09,81378b98-41c5-d358-1442-72be5ced37bb,2024-04-09 15:25:24.122564-04:00,2024-04-09 15:35:39.881001-04:00,16.0,3.0,3.0,win,180.0,180.0,0.0,277.77572,135.0,142.77571999999998,7.0,7.0,0.0,66.0,66.0,0.0,12.0,12.0,0.0,1.6077733418048157,0.1071848894536543,0.2923224257826937,0.0194881617188462,3.0,0.0,3.0,1.0,2.0,3.0,0.0,win,633.0,123.0,144.0,65.0,155.0,2.0,4.0,0.0,0.0,23.0,67.0,14.0,0.0,0.0489680442694052,0.0506007278528341,5.129340370804723,0.3756168408741623,1.88165283203125,4.957090377807617,5.192924499511719,5.387554168701172,6.914352416992188,0.3080426408004386,0.1154425871455653,0.0,0.2410049438476553,0.311737060546875,0.3820571899414058,1.5914306640625,0.9185208378500244,51.70556513192346,0.0018104394018263,0.1650032523400114,0.2819229973567164,0.4823114692032398,10006.123400876257,86.70515355939445,115.72931350722035,142.85727909646084,14.73338290092744,5.470702857830762,7.0,50.0,50.0,1,1.0,win,"(1,1)",friend,stranger,stranger,"stranger
stranger"
DFGH,reptile_gila,block_02,2024-04-09,ca5139a6-4482-929d-9f37-54910b13f6a3,2024-04-09 15:41:12.594259-04:00,2024-04-09 15:51:28.226923-04:00,16.0,,,,795.0,795.0,0.0,367.562972,240.0,127.562972,21.0,21.0,0.0,165.0,165.0,0.0,53.0,53.0,0.0,4.020254519828402,0.2680169679885602,1.291354482126699,0.0860902988084466,10.0,0.0,10.0,3.0,2.0,5.0,0.0,win,646.0,110.0,143.0,52.0,98.0,0.0,6.0,0.0,0.0,19.0,164.0,48.0,1.0,0.1136800579261441,0.1636663254350703,5.089235144738384,0.3428035323428671,2.1291656494140625,4.862724304199219,5.0709228515625,5.32830810546875,6.966705322265625,0.317649845279925,0.1065822545497023,4.57763671875e-05,0.2511978149414062,0.3226165771484384,0.3889846801757808,2.0428924560546875,0.5768239511136299,1.8943915537471696,0.0012241284897648,0.1688037598781465,0.2857931918966379,0.48117491247498,219.15555050844583,87.71926571287652,117.57725841783106,142.8571980015974,14.662989509745517,5.582298005097178,13.0,65.0,67.0,1,,win,"(1,1)",friend,stranger,stranger,"stranger
stranger"
DFGH,reptile_gila,block_03,2024-04-09,b2c14a1f-48d5-3766-86db-52b27a73b13b,2024-04-09 15:57:50.375414-04:00,2024-04-09 16:08:05.546501-04:00,16.0,9.0,6.0,win,789.199147,300.0,489.199147,479.776484,195.0,284.776484,16.0,6.0,10.0,56.0,41.0,15.0,27.0,20.0,7.0,2.5324782193477824,0.0910315864698628,1.2828937570012942,0.0438902291908267,4.0,5.0,9.0,2.0,4.0,6.0,0.0,win,479.0,104.0,92.0,39.0,101.0,2.0,0.0,9.0,2.0,23.0,77.0,29.0,0.0,0.0623862909967055,0.0654472144367409,4.913514149382023,0.3914599305480988,1.5206298828125,4.7447509765625,4.968223571777344,5.173011779785156,6.50714111328125,0.3309120642072827,0.103937515902775,0.0001220703125,0.2676544189453125,0.3347625732421875,0.3970680236816406,1.6378326416015625,0.6389873171049669,8.907502460208077,0.00126492972392,0.1552141613018236,0.2687437717828977,0.4592143323216833,1693.5929862353112,88.75741222685461,119.20109068836042,147.05891221457685,12.46641296754472,5.579705952567171,13.0,62.0,58.0,1,1.0,win,"(1,1)",friend,stranger,stranger,"stranger
stranger"
DFGH,reptile_gila,block_04,2024-04-09,4f300843-434e-188e-ca63-70a6fceb8f72,2024-04-09 16:13:54.698624-04:00,2024-04-09 16:24:09.941301-04:00,16.0,14.0,3.0,win,1142.063419,645.0,497.06341900000007,444.755671,150.0,294.755671,20.0,12.0,8.0,129.0,112.0,17.0,51.0,43.0,8.0,4.1549331939468175,0.2096733611345365,1.8562812069033372,0.0828941195183051,9.0,5.0,14.0,1.0,2.0,3.0,0.0,win,654.0,104.0,140.0,60.0,112.0,1.0,0.0,13.0,0.0,66.0,129.0,29.0,0.0,0.1135446545772764,0.132213525207837,5.140435729904785,0.3848471119337272,1.96136474609375,4.893589019775391,5.165596008300781,5.437042236328125,7.03564453125,0.3007101503414498,0.1029245197380859,3.0517578125e-05,0.2361526489257812,0.2990570068359375,0.3652572631835937,1.774688720703125,0.6515531816703998,1.3863850813123406,0.0011683673045115,0.1852191754727012,0.3153403005054647,0.5250239241936279,30.277763349641475,87.71929628875696,119.04726568307971,147.05882627933775,12.25551972751152,5.535602423024231,12.0,60.0,62.0,1,1.0,win,"(1,1)",friend,stranger,stranger,"stranger
stranger"
DFZX,reptile_gila,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1339940912989612,0.1430477461164586,4.196680877518567,0.3942974908343499,2.044296264648437,3.9556884765625,4.204887390136719,4.435230255126953,5.6234893798828125,0.0855071849184336,0.0876750180316326,0.0,0.030426025390625,0.064666748046875,0.1160736083984375,1.9753417968750004,1.1413060956346013,2.029240188089435,0.0044541541135684,0.3171495863982892,0.5898478784591552,1.1293105907391212,83.88804188683727,83.79887330584639,94.8439112343533,108.69564315997886,16.72046643728625,9.370724367767368,,,,3,,,,stranger,stranger,stranger,"stranger
stranger"
DFZX,reptile_gila,block_01,2024-04-09,9e78a544-4fad-2033-7311-4f8a28b2f34f,2024-04-09 12:45:55.566185-04:00,2024-04-09 12:56:11.552493-04:00,15.0,12.0,8.0,win,957.2972126,855.0,102.2972126,608.437396,525.0,83.43739599999999,26.0,20.0,6.0,187.0,177.0,10.0,59.0,57.0,2.0,5.31004545737403,0.3035781762863469,1.5540884597064777,0.0957813497374035,11.0,1.0,12.0,7.0,1.0,8.0,0.0,win,1055.0,107.0,207.0,39.0,310.0,13.0,44.0,2.0,1.0,80.0,118.0,86.0,0.0,0.0953432792584009,0.0890305137118578,5.1635064148985865,0.3398046820164028,2.263778686523437,4.977092742919922,5.180126190185547,5.378742218017578,6.367973327636719,0.0901381349706219,0.0938650228538526,0.0,0.0360336303710937,0.0760345458984375,0.1222534179687495,3.777297973632813,0.8961176030533207,2.056427190726636,0.0038165490807741,0.2370523627575136,0.408679834302711,0.6990578606786911,68.02361553881383,77.31960910402826,91.61627267548924,106.38295425915248,24.050329797227867,9.40272797956145,16.0,52.0,50.0,3,1.0,win,"(3,3)",stranger,stranger,stranger,"stranger
stranger"
DFZX,reptile_gila,block_02,2024-04-09,505ab3c0-4bfb-f248-a0ff-53be350d22d6,2024-04-09 13:00:27.405583-04:00,2024-04-09 13:10:42.868378-04:00,15.0,,,,1433.43423,1170.0,263.43423,716.655472,540.0,176.655472,30.0,27.0,3.0,201.0,193.0,8.0,83.0,78.0,5.0,5.331241452214833,0.3265835102185177,2.3290347388098414,0.1348578674036665,18.0,4.0,22.0,7.0,2.0,9.0,0.0,win,1070.0,134.0,292.0,48.0,204.0,19.0,48.0,0.0,0.0,109.0,115.0,81.0,7.0,0.0680559639321768,0.0764971086935215,5.178507095893707,0.3554433664006432,2.068222045898437,4.949752807617188,5.185279846191406,5.42266845703125,6.167449951171875,0.081629609876426,0.0762520138597675,0.0,0.0299377441406247,0.0671005249023437,0.1170501708984375,2.10528564453125,0.7436820105213378,1.7524910466772,0.0023541594508395,0.1981103390927701,0.3402865366214833,0.576853353273704,48.586244636089525,75.3768840608794,89.1522325649334,104.1666711508126,28.246422768238368,9.355288932257873,19.0,89.0,77.0,3,,win,"(3,3)",stranger,stranger,stranger,"stranger
stranger"
DFZX,reptile_gila,block_03,2024-04-09,e27612de-4620-d131-fe94-1d8df7bf34e9,2024-04-09 13:15:14.374021-04:00,2024-04-09 13:25:29.235641-04:00,15.0,20.0,6.0,win,1343.5514016,735.0,608.5514016,576.8775845,180.0,396.8775845,29.0,16.0,13.0,173.0,149.0,24.0,61.0,49.0,12.0,5.37057461140606,0.2813641222231434,2.185128096952937,0.0992093147723222,11.0,9.0,20.0,1.0,5.0,6.0,0.0,win,1083.0,114.0,236.0,31.0,298.0,22.0,76.0,0.0,0.0,134.0,96.0,62.0,5.0,0.0348202706340078,0.0347958010130423,5.129162258721507,0.3405959698359302,1.4744873046875,4.913978576660156,5.121406555175781,5.345325469970703,6.2481689453125,0.1055372667720279,0.0899282294241748,0.0,0.0429992675781258,0.091552734375,0.1508026123046884,2.6349639892578134,0.7947341228625557,1.864470137012893,0.0017401010383839,0.2116703544075712,0.3649989620428452,0.6245458909477177,45.7602412098352,77.72019976510214,89.76511515541685,102.04084744044602,25.07364080016762,9.346829062546092,19.0,100.0,100.0,3,1.0,win,"(3,3)",stranger,stranger,stranger,"stranger
stranger"
DFZX,reptile_gila,block_04,2024-04-09,5d02a094-4bec-a7f8-e7d4-979a9b28ba7c,2024-04-09 13:29:13.404374-04:00,2024-04-09 13:39:30.583512-04:00,15.0,20.0,13.0,win,1494.9920324731183,781.4516129032257,713.5404195698925,959.5849994623655,643.5483870967741,316.0366123655914,29.623655913978492,21.451612903225804,8.172043010752688,206.34408602150538,184.89247311827955,21.451612903225804,66.78228696959185,53.21713492889351,13.565152040698345,6.433972992593069,0.33433418810975,2.422298390249734,0.10592766355952475,11.236559139784946,8.172043010752688,19.408602150537632,9.193548387096774,3.064516129032258,12.258064516129032,1.0,win,908.1182795698925,89.89247311827957,265.59139784946234,13.279569892473118,148.11827956989248,6.129032258064516,52.096774193548384,0.0,0.0,156.29032258064515,92.95698924731182,58.225806451612904,22.473118279569892,0.1770604059672291,0.1698051683378169,4.924769958990329,0.4259635030569276,1.288482666015625,4.715387344360352,4.967987060546875,5.190443038940431,6.387603759765625,0.1102728234800483,0.1075451434530744,0.0,0.046661376953125,0.0925903320312495,0.1504974365234375,3.314147949218751,0.8462215336717812,1.931764090242951,0.0023762887109399,0.2044042971454151,0.3588814348841785,0.6600932572347794,44.97647271692198,72.81554443063958,91.78132204624724,115.384619616898,23.28616969678975,9.265509683925,20.0,100.0,100.0,3,0.9789473684210527,win,"(3,3)",stranger,stranger,stranger,"stranger
stranger"
DKLQ,reptile_komodo,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145013310515307,0.1266400456360525,2.9609144133047995,0.2815696545850454,1.7098388671875,2.791343688964844,2.950382232666016,3.130355834960937,4.106208801269531,0.0970235204649882,0.0690605870581635,1.52587890625e-05,0.0490036010742185,0.092254638671875,0.134002685546875,2.301177978515625,0.6223890446658464,11.313289443725656,0.0039717985712085,0.1727903002317383,0.3008024646226465,0.5171093039569485,1499.404323352795,66.07929570941081,78.47476828439844,99.3377724988839,39.58447848176357,6.8496044521872985,,,,2,,,,stranger,stranger,friend,"friend
stranger"
DKLQ,reptile_komodo,block_01,2024-03-05,d682ff1b-4c8a-9dae-d9d5-4582be12e778,2024-03-05 13:58:16.141846-05:00,2024-03-05 14:08:31.532598-05:00,22.0,6.0,9.0,lost,574.98442725,426.25,148.73442725,919.322301875,658.75,260.572301875,29.708333333333336,19.375,10.333333333333334,200.20833333333334,183.41666666666669,16.791666666666668,41.71006944444444,36.704861111111114,5.005208333333333,5.6147489582968255,0.32533529742308076,0.9343403770390102,0.05247343506823878,3.875,1.2916666666666667,5.166666666666667,9.041666666666666,1.2916666666666667,10.333333333333334,0.0,lost,1742.4583333333335,276.4166666666667,277.7083333333333,184.70833333333334,310.0,16.791666666666668,41.333333333333336,0.0,0.0,396.5416666666667,186.0,40.041666666666664,0.0,0.0570292771957896,0.056454234067555,4.187202319029053,0.3384934469864451,2.127410888671875,3.95451545715332,4.200630187988281,4.442235946655273,5.103797912597656,0.0546874163211972,0.0482265781360624,0.0,0.0208740234375,0.044464111328125,0.0764770507812493,1.281219482421875,0.8434738767307972,2.047392107026769,0.002937782732816,0.2150114668242842,0.3780740915471011,0.6511560487882222,136.20006655211296,83.33333002196431,99.61505849593031,116.27911618751908,15.886343617570718,5.636220544933303,15.0,75.0,75.0,2,0.7741935483870968,lost,"(2,2)",stranger,stranger,friend,"friend
stranger"
DKLQ,reptile_komodo,block_02,2024-03-05,a8c25021-42f3-e12a-9934-d48ca28b88aa,2024-03-05 14:12:58.312074-05:00,2024-03-05 14:23:18.954013-05:00,22.0,7.0,16.0,lost,814.3702814,214.5,599.8702814,1379.220167,1209.0,170.220167,28.599999999999998,15.6,13.0,124.8,96.19999999999999,28.599999999999998,33.8,18.589999999999996,15.209999999999999,4.906230076888181,0.20108212506728448,1.3121418812143792,0.04189210938901755,1.2999999999999998,5.199999999999999,6.5,14.299999999999999,2.5999999999999996,16.9,0.0,lost,1476.8,169.0,273.0,119.6,187.2,24.7,65.0,0.0,0.0,348.4,182.0,96.19999999999999,0.0,0.0315383860200274,0.0302866679756528,4.025146859275788,0.3520268482463246,1.954254150390625,3.796661376953125,4.00445556640625,4.249565124511719,4.983253479003906,0.0557484252758655,0.051559610125374,0.0,0.0207977294921875,0.043441772460937,0.0756988525390622,1.6785888671875,0.7688177527376701,1.9005688103946357,0.0007326099324424,0.2034929173190891,0.3557580135475312,0.6153600834233877,121.54370699427236,72.11538312747284,88.68558823654755,105.6338326133202,28.41880022388053,5.34523884127998,17.0,81.0,83.0,2,0.7692307692307693,lost,"(2,2)",stranger,stranger,friend,"friend
stranger"
DKLQ,reptile_komodo,block_03,2024-03-05,4ca89552-4100-084d-279e-7db3ac4df894,2024-03-05 14:29:03.133666-05:00,2024-03-05 14:39:18.350255-05:00,22.0,9.0,13.0,lost,1204.560343030303,236.36363636363637,968.1967066666667,1256.648501818182,781.8181818181819,474.83032,33.93939393939394,23.03030303030303,10.90909090909091,162.42424242424244,130.9090909090909,31.515151515151516,36.73094582185492,19.100091827364555,17.630853994490362,5.600897656410808,0.26401148039303346,1.9579451603999305,0.0492558732076554,0.0,6.0606060606060606,6.0606060606060606,9.696969696969697,3.6363636363636367,13.333333333333334,0.0,lost,1704.2424242424242,174.54545454545456,230.3030303030303,110.30303030303031,266.6666666666667,27.87878787878788,87.27272727272728,0.0,1.2121212121212122,393.93939393939394,253.33333333333334,146.66666666666669,0.0,0.0296066354199896,0.0275821452234301,4.009277463070372,0.3511763744642698,1.892333984375,3.780059814453125,4.015342712402344,4.254177093505859,5.0253448486328125,0.0526673695354704,0.0458847676309539,0.0,0.0199127197265625,0.042755126953125,0.0739288330078128,1.114883422851563,0.7492919974445275,1.5712083974002882,0.0013847477293915,0.2232252207570478,0.3847309197187228,0.6449385543961119,31.54427454207687,73.89162231797462,88.13127479653973,103.4482894697899,25.868439836523137,4.9494731750674505,15.0,82.0,79.0,2,0.825,lost,"(2,2)",stranger,stranger,friend,"friend
stranger"
