Subject_id,Computer_name,Block_type,Date,Session_id,Match_start,Match_end,Total_damage_deal,Gun_damage_deal,Rocket_damage_deal,Total_damage_taken,Gun_damage_taken,Rocket_damage_taken,Total_engage,Gun_engage,Rocket_engage,Total_shot_all,Gun_shot_all,Rocket_shot_all,Total_shot_hit,Gun_shot_hit,Rocket_shot_hit,Damager_per_Second_all,Shot_per_Second_all,Damager_per_Second_Hit_only,Shot_per_Second_Hit_only,Gun_kill,Rocket_kill,Total_kill,Death_by_gun,Death_by_rocket,Total_Death,Self_kill,Total_key_pressed,W_key,A_key,S_key,D_key,R_key,Q_key,MouseScrollDown,MouseScrollUp,SpaceBar,LeftMouseButton,RightMouseButton,Tab_key,Percent_of_Null_in_Pupil,Percent_of_Null_in_Gaze,Pupil_Average_mean,Pupil_Average_std,Pupil_Average_min,Pupil_Average_25th,Pupil_Average_50th,Pupil_Average_75th,Pupil_Average_max,Pupil_difference_mean,Pupil_difference_std,Pupil_difference_min,Pupil_difference_25th,Pupil_difference_50th,Pupil_difference_75th,Pupil_difference_max,Gaze_velocity_mean,Gaze_velocity_std,Gaze_velocity_min,Gaze_velocity_25th,Gaze_velocity_50th,Gaze_velocity_75th,Gaze_velocity_max,Heart_rate_min,Heart_rate_mean,Heart_rate_max,Heart_rate_variability,ECG_signal_to_noise
KJHG,reptile_komodo,block_03,2024-04-03,b6fe0b45-4b33-78f5-6ba6-31bd4383eb57,2024-04-03 16:19:17.222681-04:00,2024-04-03 16:29:32.498722-04:00,929.580116,300.0,629.5801159999999,594.795035,225.0,369.79503500000004,19.0,12.0,7.0,90.0,73.0,17.0,32.0,20.0,12.0,3.1847235821425395,0.14627580793447473,1.5108342500858083,0.052009176154479905,3.0,8.0,11.0,2.0,4.0,6.0,0.0,1003.0,201.0,213.0,50.0,269.0,24.0,0.0,26.0,14.0,49.0,63.0,62.0,11.0,0.051833045844367244,0.05573236801826972,3.3716024872857515,0.37332178314020015,1.7613983154296875,3.094512939453125,3.2984619140625,3.6122512817382812,4.683761596679688,0.1684842072421412,0.09784921402113197,0.0,0.09532546997070312,0.1617584228515625,0.2294311523437499,1.496917724609375,0.9676113549967531,1.7325053465208156,0.0,0.2854370763714843,0.5046228523251775,0.9117080747368725,60.65716200415285,112.78194113930007,128.42126526146487,142.8571980015974,4.9324701041808146,4.893257039706528
KJHG,reptile_komodo,block_04,2024-04-03,f916980f-4c87-8c5d-4e73-9e8eb6e76bc1,2024-04-03 16:33:27.107973-04:00,2024-04-03 16:43:42.882746-04:00,1417.563567,735.0,682.5635670000001,547.1723357,435.0,112.17233569999999,26.0,20.0,6.0,142.0,127.0,15.0,59.0,49.0,10.0,4.460763172576412,0.23060379578102658,2.3020812627541662,0.09581425317662372,10.0,7.0,17.0,6.0,2.0,8.0,0.0,1034.0,166.0,231.0,50.0,214.0,65.0,0.0,39.0,14.0,57.0,88.0,69.0,31.0,0.06560234066912607,0.0766060297672052,3.4613795204961773,0.3825012429497475,1.557769775390625,3.1859073638916016,3.3816375732421875,3.6783161163330083,4.79254150390625,0.15001989608516245,0.08315943374366556,1.525878906294409e-05,0.09013366699218772,0.1437835693359375,0.198883056640625,0.990447998046875,1.0189902914049627,1.9454149270388152,0.004602693723739592,0.28806136417754685,0.5133418102221681,0.9381797387630652,89.94456253287746,111.94029571909667,123.21205451248568,133.92865638805202,5.491434073718739,4.940913824917703
LKJH,mammal_thylacine,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08997964470762398,0.09622501850481126,2.913453485253989,0.2052779715683763,1.48187255859375,2.7731895446777344,2.8976516723632812,3.0251502990722656,3.8349609375,0.05781404488310643,0.06381364096253353,0.0,0.022659301757812167,0.0452880859375,0.07447433471679654,1.76458740234375,0.7399979459046094,1.8847567517156683,0.0008869066153127633,0.15920024390931634,0.28449957143258797,0.5560329536339812,89.96835374386121,1.9460300975153795,38.12787188907337,109.48907929508135,5932.155201161642,8.244567830525058
LKJH,mammal_thylacine,block_01,2024-04-16,1263e8ef-4b1f-9a88-a07b-85971cac44ab,2024-04-16 10:57:55.237102-04:00,2024-04-16 11:08:10.982526-04:00,483.148347,345.0,138.148347,754.624653,705.0,49.624653,19.0,16.0,3.0,76.0,71.0,5.0,25.0,23.0,2.0,2.074101836280963,0.12342763265098988,0.7846560090716972,0.040601194950983514,4.0,1.0,5.0,11.0,0.0,11.0,0.0,787.0,186.0,190.0,46.0,171.0,9.0,26.0,0.0,0.0,23.0,57.0,46.0,0.0,0.1368991634077521,0.10732141973169645,3.836125689144872,0.3040301029880908,1.6728973388671875,3.621522903442383,3.819122314453125,4.040443420410156,4.782638549804688,0.10626769311649285,0.06205317450649836,1.52587890625e-05,0.059597015380859375,0.10247039794921853,0.14905166625976562,1.2783050537109375,0.6826076800592136,1.5220599626651312,0.0008569740845752713,0.18315666681446718,0.3161021800700356,0.530673166121213,43.96279963841568,0.14838996895710377,2.2438433536582423,6.669631085670137,195465.09719949675,8.19861982543385
LKJH,mammal_thylacine,block_02,2024-04-16,6ee85647-4297-186c-24fa-c4970441459c,2024-04-16 11:12:32.018475-04:00,2024-04-16 11:22:47.387228-04:00,543.160992,390.0,153.160992,691.6109309999999,630.0,61.610930999999994,17.0,12.0,5.0,87.0,79.0,8.0,28.0,26.0,2.0,2.4429773248496423,0.14137864422895063,0.8826593637587575,0.04550117285529446,6.0,2.0,8.0,10.0,1.0,11.0,0.0,727.0,179.0,161.0,37.0,173.0,7.0,34.0,0.0,0.0,25.0,51.0,36.0,4.0,0.12348108848194421,0.12452018288061417,3.8830354255931874,0.3639229025001327,1.46417236328125,3.6576919555664062,3.8970947265625,4.137096405029297,4.957000732421875,0.08837672501522949,0.06167245359942869,0.0,0.0388641357421875,0.07952880859375,0.126708984375,1.06561279296875,0.6564606702474474,1.4854870179527593,0.0010329333604016328,0.18031193697418813,0.30606169422217305,0.5240909391941122,49.61891404881731,0.30276118216323206,38.67484933157195,103.4482894697899,47140.761080320146,8.587837328458958
LKJH,mammal_thylacine,block_03,2024-04-16,b8103d26-48b2-edb7-9cf6-febff2e0b27b,2024-04-16 11:27:04.499339-04:00,2024-04-16 11:37:19.733358-04:00,550.120106,405.0,145.120106,1044.7305075,750.0,294.7305075,19.0,16.0,3.0,90.0,84.0,6.0,31.0,27.0,4.0,2.364885429067927,0.14628579893271473,0.8941639912795524,0.05038733074349063,4.0,1.0,5.0,10.0,4.0,14.0,0.0,723.0,154.0,188.0,33.0,141.0,10.0,36.0,0.0,0.0,49.0,52.0,41.0,7.0,0.08673632060432149,0.09047654084811027,3.7478274959392253,0.33180310980496364,1.4466705322265625,3.5365772247314453,3.7470703125,3.9814319610595703,5.031402587890625,0.09675032569080594,0.059375426084807816,0.0,0.051513671875,0.092926025390625,0.13513946533203125,1.7012176513671875,0.6687787312887973,1.4095600311944725,0.0010403861873339599,0.18544850925958561,0.31799966536443475,0.5467083851793967,29.93393327542913,0.1743679163517263,51.352265181723595,115.38461961689801,221061.97967665846,9.050428170530536
LKJH,mammal_thylacine,block_04,2024-04-16,7dcb719f-46a8-2478-bac5-4da70d64241f,2024-04-16 11:41:35.548627-04:00,2024-04-16 11:51:51.212965-04:00,452.183418,345.0,107.183418,946.254479,795.0,151.254479,23.0,17.0,6.0,102.0,94.0,8.0,25.0,23.0,2.0,2.8050016760918832,0.16567469269269255,0.7344642040968759,0.04060654232664033,2.0,1.0,3.0,12.0,3.0,15.0,0.0,786.0,195.0,134.0,29.0,174.0,9.0,41.0,0.0,1.0,72.0,55.0,45.0,17.0,0.08060825274968628,0.07962402499938485,3.65371377636803,0.2972402325274916,1.5229339599609375,3.4486160278320312,3.6381683349609375,3.8407135009765625,5.0251007080078125,0.07850364562584841,0.06098572166896042,0.0,0.032897949218749556,0.06716918945312456,0.1120758056640625,1.233001708984375,0.6824015808314537,1.4516737183625574,0.0,0.19087693181095872,0.32519180740432163,0.5490218027990943,50.08255868261738,0.2597897436682734,37.377338438266825,98.0392175195585,116764.05279518283,6.827678598381671
LKMN,mammal_panda,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16329668281774135,0.18034849049571375,3.663184870993469,0.5619669353479739,1.043853759765625,3.2575244903564453,3.800365447998047,4.100320816040039,4.718963623046875,0.21237193198623264,0.15922495053383043,3.0517578125e-05,0.09896469116210938,0.19324493408203125,0.2813606262207031,1.8974151611328125,1.1289811005418025,1.861237947351593,0.002713336219906117,0.24551695447205393,0.5389474003549783,1.260925963074302,97.53578362410752,68.4931563519777,83.55115107569878,100.67114834957127,25.17459235919174,8.17338706869529
LKMN,mammal_panda,block_01,2024-04-10,fff26c4d-43e8-7f61-fd2b-5782e7e5534a,2024-04-10 15:32:42.993256-04:00,2024-04-10 15:42:58.054943-04:00,757.612633,600.0,157.61263300000002,1295.27027,1020.0,275.27027,29.0,23.0,6.0,233.0,224.0,9.0,44.0,40.0,4.0,6.306514570789711,0.3788237910517096,1.231766908934453,0.07153753994109537,6.0,3.0,9.0,15.0,3.0,18.0,0.0,1098.0,164.0,254.0,42.0,187.0,20.0,0.0,17.0,0.0,178.0,125.0,98.0,8.0,0.04683500260953848,0.043517160822128885,4.988162882193576,0.3965074734107635,1.23834228515625,4.751483917236328,5.033535003662109,5.288902282714844,6.005279541015625,0.28705267703480075,0.10429107496589667,9.155273437411182e-05,0.21854400634765625,0.2868194580078134,0.35438537597656206,2.0208892822265634,0.6825929864991057,1.643312084382876,0.003231838125980649,0.15991631534914175,0.28593436846904785,0.5168105361394735,91.24163055281595,73.89162231797462,94.08447984034983,114.50383221517734,25.661513642231597,8.709887528900488
LKMN,mammal_panda,block_02,2024-04-10,5f37dd81-4a8f-f82f-c1a4-989ea7e3cc0d,2024-04-10 15:48:53.514967-04:00,2024-04-10 15:59:09.385737-04:00,1115.9730857,135.0,980.9730856999997,566.7962865,495.0,71.7962865,26.0,7.0,19.0,74.0,36.0,38.0,24.0,9.0,15.0,4.10351628037161,0.12015507733870857,1.8120247624351453,0.038969214272013594,1.0,10.0,11.0,8.0,1.0,9.0,0.0,1048.0,184.0,189.0,57.0,183.0,31.0,0.0,13.0,0.0,228.0,125.0,28.0,8.0,0.053976832266495384,0.05180624155573767,5.178986350887585,0.3713980847693007,1.42047119140625,4.951622009277344,5.228546142578126,5.4547119140625,5.9981231689453125,0.25749844063015626,0.10740916686575351,7.62939453125e-05,0.1865463256835933,0.251495361328125,0.32415771484375,2.3332672119140625,0.7679419283170662,1.7085256180196933,0.0010253667153793113,0.17434441955917174,0.3125160942732273,0.5787365371986538,40.73703458827219,73.89160062200216,95.89877732971473,118.1102047348603,23.404810579985934,8.80754743486618
LKMN,mammal_panda,block_03,2024-04-10,39593e97-4ced-1883-561b-c1981864c0f2,2024-04-10 16:02:52.761861-04:00,2024-04-10 16:13:08.723667-04:00,624.279096,450.0,174.279096,622.993601,420.0,202.993601,24.0,16.0,8.0,128.0,115.0,13.0,34.0,30.0,4.0,3.7466069625102696,0.20780509238262737,1.0135029313814303,0.055198227664135395,5.0,1.0,6.0,8.0,3.0,11.0,0.0,858.0,173.0,175.0,35.0,129.0,28.0,0.0,13.0,0.0,150.0,104.0,46.0,3.0,0.02585692995529061,0.024316939890710383,5.041946186483198,0.3318033937752299,1.484222412109375,4.859352111816406,5.0688629150390625,5.260528564453125,5.932708740234375,0.3057788786083986,0.10585058938807954,0.0002899169921875,0.2367248535156241,0.3078155517578134,0.3765869140625,1.763519287109375,0.6846355457551835,1.5874168171053193,0.002324178933072792,0.14857482831854732,0.2746397426090188,0.5178864200022693,69.06322240707506,72.4637412410719,95.07587727916034,117.18753536116468,24.42187613271441,8.764685026751026
LKMN,mammal_panda,block_04,2024-04-10,663178b4-4750-34d4-90da-7cb074beb55e,2024-04-10 16:17:10.545409-04:00,2024-04-10 16:27:26.081931-04:00,852.327581,720.0,132.327581,627.766637,360.0,267.766637,26.0,22.0,4.0,224.0,208.0,16.0,51.0,48.0,3.0,6.369651455060208,0.36391016941152354,1.3846905106956433,0.0828545474999451,10.0,2.0,12.0,4.0,3.0,7.0,0.0,970.0,175.0,191.0,78.0,187.0,35.0,0.0,8.0,0.0,134.0,95.0,59.0,7.0,0.03256138119925658,0.030128142423946003,5.123796608782992,0.34561332815016804,1.227630615234375,4.921783447265625,5.1660919189453125,5.376331329345703,5.9146881103515625,0.32644273815019853,0.1147670926400492,0.0006256103515616118,0.2516784667968752,0.322540283203125,0.39875793457031317,2.6148529052734384,0.6177258809564847,1.4198699577650915,0.0005217823952604147,0.14146438079373358,0.2518574394218587,0.45834344962785367,37.23760735367699,78.53398867200299,101.92111150864788,123.9670115199587,20.95752383176081,8.658771609644774
LKPW,mammal_thylacine,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1301741941276825,0.14402442309419053,4.795421209857954,0.45130038626877667,1.026153564453125,4.559074401855469,4.808666229248047,5.046979904174805,6.14691162109375,0.2622833462318741,0.11968210193823416,3.051757812411182e-05,0.20635986328124956,0.2671661376953116,0.3246002197265625,2.3590393066406254,1.0239301423868714,2.2094021396565986,0.0004678170714772695,0.17284862118930305,0.33638673256258234,0.8229380489040174,39.45779009486081,63.29112637917449,70.01419365813285,76.92310325728796,25.944670491939462,5.918531830666326
LKPW,mammal_thylacine,block_01,2024-02-21,ab54cf6b-4602-187d-4dbf-308f2571bdbb,2024-02-21 11:04:33.933170-05:00,2024-02-21 11:14:51.559857-05:00,521.326536,45.0,476.326536,960.0,960.0,0.0,17.0,9.0,8.0,52.0,40.0,12.0,11.0,3.0,8.0,2.1718419916657523,0.08419325313253506,0.844080327118378,0.017810111239574725,0.0,2.0,2.0,10.0,0.0,10.0,0.0,714.0,136.0,203.0,76.0,112.0,0.0,7.0,25.0,1.0,51.0,43.0,53.0,0.0,0.08365128024171316,0.09304633570782701,5.355621581108068,0.4200689871008189,1.897918701171875,5.173892974853516,5.4316253662109375,5.625949859619141,6.61151123046875,0.3013317283989536,0.10224060635015121,0.0004425048828133882,0.2390747070312491,0.3037872314453125,0.366058349609375,2.3970184326171875,0.8222331619045612,1.924358042662867,0.0005647899687258875,0.15820282268316896,0.29398765427265805,0.5807722960876524,39.93118369368217,60.72875009773232,71.56612808182368,83.33333002196431,28.890588464135142,5.77053895930515
LKPW,mammal_thylacine,block_02,2024-02-21,69d133a0-4a25-7ea2-81fb-2883be8d8185,2024-02-21 11:20:37.724183-05:00,2024-02-21 11:30:54.977712-05:00,231.90988054000002,30.0,201.90988054000002,838.5947804,795.0,43.5947804,13.0,5.0,8.0,27.0,18.0,9.0,6.0,2.0,4.0,1.0750646717485193,0.04374215574553646,0.37571252272257166,0.009720479054563656,0.0,1.0,1.0,6.0,0.0,6.0,0.0,825.0,153.0,225.0,86.0,226.0,1.0,0.0,22.0,0.0,43.0,36.0,31.0,0.0,0.04771955584105717,0.05306506377902175,5.105210382967806,0.39592271929052636,1.024932861328125,4.8743438720703125,5.127113342285156,5.374420166015625,6.103584289550781,0.24330611165960644,0.09126224450014618,3.0517578125e-05,0.18708038330078125,0.2469635009765616,0.299591064453125,1.979644775390625,0.7515369150405528,1.817576323110116,0.0003974632087267061,0.1512494800355946,0.27420351048857344,0.5249289952029016,47.742674239536576,58.139531230290615,69.25495220607893,81.96722721099071,34.23818655218974,5.668922911245444
LKPW,mammal_thylacine,block_03,2024-02-21,3ff660ba-4d88-cf89-379c-6fa45712769a,2024-02-21 11:34:24.978245-05:00,2024-02-21 11:44:41.321190-05:00,89.517073,60.0,29.517073,1010.203544,855.0,155.203544,11.0,9.0,2.0,53.0,49.0,4.0,5.0,4.0,1.0,1.4100336834390146,0.08599108731584491,0.1452390649170163,0.008112366727909898,0.0,0.0,0.0,1.0,0.0,1.0,0.0,816.0,157.0,238.0,83.0,158.0,1.0,3.0,30.0,0.0,46.0,45.0,53.0,0.0,0.07446960838126149,0.07646230580149392,4.972176515888931,0.4035960472299486,1.24078369140625,4.7496490478515625,4.989189147949219,5.233924865722656,6.006370544433594,0.24565393744663105,0.09117894178715472,6.103515625e-05,0.19017791748046875,0.250030517578125,0.30262756347656294,2.954681396484375,0.7194603831828545,1.7073128168470137,0.003623960849337075,0.14893689540160726,0.27244555303393025,0.517318396031083,37.04117174883829,55.5555594801415,68.29096272010686,82.87293079670008,37.34467346596443,5.744640445706235
LKPW,mammal_thylacine,block_04,2024-02-21,87069e81-4953-3251-444b-88a144ec20b5,2024-02-21 11:48:22.906621-05:00,2024-02-21 11:58:38.671666-05:00,607.5118525,135.0,472.51185250000003,1047.019465,885.0,162.019465,15.0,9.0,6.0,42.0,31.0,11.0,16.0,9.0,7.0,1.844584728741788,0.06820783404488315,0.9865968479909412,0.0259839367790031,1.0,4.0,5.0,13.0,0.0,13.0,0.0,649.0,112.0,148.0,50.0,158.0,2.0,0.0,28.0,0.0,46.0,46.0,43.0,7.0,0.06308038645530438,0.06451083388049901,4.6923801057634815,0.39158157838289276,1.4427337646484375,4.445098876953125,4.6954345703125,4.946044921875,5.810211181640625,0.218399756689385,0.08903974273755373,3.0517578125e-05,0.16596984863281206,0.21893310546875044,0.26987457275390625,2.10955810546875,0.8373537001700008,4.559256696853517,0.00029040825658262394,0.16673495670961336,0.2974044891707394,0.5535645846259507,810.6752392303517,55.970147859548334,68.11453065694968,81.52175877800083,40.124790607876015,5.675135635719647
LPDW,mammal_panda,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0993779240141895,0.0775795588915737,3.1297008188442805,0.2267878606333533,1.60137939453125,2.9844226837158203,3.1301498413085938,3.272428512573242,4.1832275390625,0.4891477667265143,0.10061078460853033,0.008697509765625444,0.42757415771484397,0.49044036865234375,0.54656982421875,1.4075775146484375,0.7572131621644714,2.146337871746709,0.0014337230971580464,0.25050770093478947,0.43352595604382815,0.7282908091923154,138.42443302600762,85.22727318908558,91.78731920455522,97.40260735513651,9.00368765561852,8.972145013575638
LPDW,mammal_panda,block_01,2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028721297043503777,0.02924705939891913,3.84207859506552,0.2823077635662425,1.744598388671875,3.658975601196289,3.8336868286132812,4.0304412841796875,4.992691040039063,0.7847414032023612,0.11301483932977557,0.005783081054687056,0.7197570800781259,0.79449462890625,0.8581085205078121,1.5843048095703125,0.6967279730715573,1.8761329166232383,0.0013062586933464348,0.16912444011683134,0.2985845272385262,0.5345000736291098,99.98043541930377,83.3333024272327,93.08740440745521,102.73983239646438,10.56633126685589,8.40075272349535
LPDW,mammal_panda,block_02,2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027881314369789113,0.02891123099558607,3.820008843280256,0.29823901347278853,1.42047119140625,3.617708206176758,3.82708740234375,4.025209426879883,5.013458251953125,0.7961435363218657,0.11638559426034138,0.0213775634765625,0.7237892150878907,0.8069763183593752,0.8772087097167967,1.585647583007812,0.7471550127860296,2.0359143060601834,0.0019633410879302264,0.19910046226995978,0.34784795218417575,0.6010196425935161,194.8145451948767,79.36507495993243,89.64118460652936,99.3377724988839,15.375120015444752,8.558620881279172
LPDW,mammal_panda,block_03,2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044526103627961854,0.050314619998033626,3.8053209519472575,0.3134758044557548,1.9592437744140625,3.579803466796875,3.7936630249023438,4.019920349121094,4.943115234375,0.7682586385755268,0.12213361076720748,0.0042572021484375,0.678829193115234,0.7751312255859375,0.8610534667968751,1.7296142578125009,0.8403836734728797,8.375793236220108,0.004170760563645449,0.23106673288643514,0.40600971882245607,0.7011515454245614,1560.8179030021565,78.53403768761422,88.54956107845892,98.68424272274106,15.971301605629742,8.74290720218307
LPDW,mammal_panda,block_04,2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16093812176681258,0.2214484679665738,3.6603325001187184,0.33205907200734625,1.70159912109375,3.4243621826171875,3.642684936523438,3.87762451171875,5.359146118164063,0.7018741814610943,0.13893314295161385,0.001953125,0.6065826416015621,0.702911376953125,0.802978515625,2.271026611328125,0.8801261388020413,1.7086069416745149,0.0007333633972585802,0.25403935777453346,0.4570555779345823,0.8354241463232496,67.82909317250424,76.14214469650187,88.57873945012949,100.6711886211879,19.186134172703856,9.2252072277743
LPZV,mammal_thylacine,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12984810499926264,0.12967605564567664,3.3130913881748985,0.24560774091323107,1.6914520263671875,3.15802001953125,3.306793212890625,3.4712066650390625,4.6401214599609375,0.1323926800247463,0.0673318908306274,0.0,0.09217834472656217,0.1284942626953125,0.16473388671875,1.414886474609375,0.7612196782134555,3.0475459083354264,0.0017560252334110832,0.1579344328898833,0.27323377034423046,0.4799742948913003,340.75600583820983,48.231512880928314,83.32580378836677,119.0476312118335,224.16801158323057,7.03879604600419
LPZV,mammal_thylacine,block_01,2024-03-13,6a0b7489-4997-a37e-d69c-38ab276c14cd,2024-03-13 16:29:52.668457-04:00,2024-03-13 16:40:09.133874-04:00,400.304953,315.0,85.30495300000001,1124.165954,465.0,659.1659539999999,21.0,18.0,3.0,127.0,122.0,5.0,24.0,21.0,3.0,3.129874934087341,0.20601317851379164,0.6493550845853856,0.03893162428607086,3.0,0.0,3.0,6.0,4.0,10.0,0.0,1214.0,202.0,333.0,46.0,265.0,5.0,37.0,0.0,0.0,91.0,146.0,78.0,0.0,0.05768676781256001,0.057998847705012485,4.054154926909256,0.3950591876008049,1.7506561279296875,3.8085708618164062,4.0756988525390625,4.320442199707031,5.078155517578125,0.21698569923059532,0.0765118151243081,1.52587890625e-05,0.17784118652343706,0.2247924804687491,0.2633514404296866,1.5884246826171875,0.7368346516589596,1.8346173291313275,0.0023305067173168413,0.1874383863565662,0.32457468292519653,0.5490088216084617,167.7459034161028,49.34210201255854,83.80005827141757,117.18753536116468,225.25127323193388,7.529419206148672
LPZV,mammal_thylacine,block_02,2024-03-13,95b311f5-4446-507a-907e-07b9160fc694,2024-03-13 16:44:37.260606-04:00,2024-03-13 16:54:52.478340-04:00,662.756894,195.0,467.756894,1041.44033,615.0,426.44033,26.0,13.0,13.0,94.0,73.0,21.0,21.0,13.0,8.0,3.417961630150278,0.15279143432494097,1.0772720898191794,0.03413425660450809,1.0,4.0,5.0,7.0,4.0,11.0,0.0,1098.0,187.0,199.0,39.0,279.0,14.0,39.0,0.0,0.0,137.0,133.0,68.0,0.0,0.057681437243481036,0.05628056722947234,4.5250004955961,0.42423526888672886,1.3532257080078125,4.278539657592773,4.567985534667969,4.8113250732421875,5.534591674804688,0.2286285155404558,0.0731995654869112,0.0004730224609370559,0.187408447265625,0.22900390624999978,0.27012634277343817,1.9250946044921875,0.7682847941663514,1.6571869806541553,0.0,0.19675842685297354,0.3392810552738135,0.57568661340338,28.909473245367764,48.387096402052165,83.7293087159012,120.96772937571352,216.71244484068595,7.757159653757954
LPZV,mammal_thylacine,block_03,2024-03-13,15f350b5-46bc-916a-4e48-529cd8813848,2024-03-13 16:58:46.618860-04:00,2024-03-13 17:09:03.914820-04:00,1252.463315,300.0,952.463315,1159.8691292,615.0,544.8691292000001,33.0,14.0,19.0,112.0,80.0,32.0,33.0,20.0,13.0,4.219894821764264,0.18143647011718655,2.028951096650624,0.05345895994524247,2.0,4.0,6.0,7.0,2.0,9.0,0.0,971.0,181.0,257.0,46.0,153.0,12.0,51.0,0.0,0.0,105.0,133.0,32.0,0.0,0.04487412468803761,0.04470451406556662,4.420501082815424,0.4270845930526882,1.5738983154296875,4.15948486328125,4.4429473876953125,4.713714599609375,5.85809326171875,0.20424697005952752,0.07284302258845143,0.0001983642578125,0.1636962890625,0.204620361328125,0.2441253662109375,2.212890625,0.7090451226533151,1.6768833932502256,0.0009194611839040064,0.1552296738206138,0.26986783198167574,0.47002447264343744,57.38187585923201,50.505041909885016,84.82896383183504,119.0476312118335,207.74092121329565,7.6737187283934
LPZV,mammal_thylacine,block_04,2024-03-13,01c80c4d-46c8-45f5-d583-0281844f2f5d,2024-03-13 17:12:52.499283-04:00,2024-03-13 17:23:11.285143-04:00,1313.655117,690.0,623.655117,1153.0028462,675.0,478.0028462,31.0,21.0,10.0,182.0,159.0,23.0,56.0,46.0,10.0,5.894646505820285,0.29412436800026426,2.1229559398787816,0.09049980553854285,9.0,3.0,12.0,5.0,2.0,7.0,0.0,998.0,155.0,210.0,41.0,277.0,15.0,42.0,0.0,1.0,93.0,104.0,59.0,0.0,0.034968121628249145,0.03477194703285925,4.385371870015182,0.35985234104710295,1.9656295776367188,4.161319732666016,4.40692138671875,4.622440338134766,5.671905517578125,0.21566215697646934,0.0671486928865941,0.0001373291015625,0.178680419921875,0.2180023193359375,0.2528839111328116,1.9921875,0.7195526265643627,6.253301202233915,0.0025247369136131782,0.16428084047151537,0.28397384817979654,0.49460100099239235,1198.2186943581385,48.387096402052165,78.63000779766854,111.111118960283,128.5271475871481,7.748748229480631
LRTB,mammal_thylacine,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05147153322195091,0.05564837424495566,4.004441879707998,0.29871044025470206,1.8551483154296875,3.7977638244628906,3.984100341796876,4.19244384765625,5.0428009033203125,0.3102443898556047,0.09133774608690885,0.0022125244140625,0.25505065917968783,0.3085556030273433,0.3625068664550781,1.558746337890625,0.7215079512571664,3.4159695471822826,0.0027354804107188133,0.17861045244301996,0.3132591474407431,0.5655628379527455,384.5096027830457,78.1249871943167,92.49921193971407,107.14286809065015,38.85048359446761,9.49141153972401
LRTB,mammal_thylacine,block_01,2024-03-06,85a5023a-4976-0721-23b2-028c85a483dd,2024-03-06 13:26:26.617466-05:00,2024-03-06 13:36:42.000566-05:00,713.599368,690.0,23.599368,705.0,705.0,0.0,24.0,22.0,2.0,178.0,172.0,6.0,48.0,46.0,2.0,4.489740413735769,0.289250712279879,1.1596018285195027,0.07800019207547298,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1012.0,194.0,257.0,35.0,222.0,30.0,0.0,17.0,0.0,69.0,117.0,55.0,0.0,0.07204203051530564,0.06911524805680837,4.512203647924358,0.32226660271882424,1.69384765625,4.311677932739258,4.5146942138671875,4.706239700317383,5.8128204345703125,0.5190388462356181,0.09594738183668555,0.005340576171875,0.4589271545410156,0.516357421875,0.579036712646485,1.9071960449218759,0.7575619988122018,1.4772809228673536,0.0016770772711802364,0.20563011203649006,0.3526099796857597,0.6172841147852342,22.071441707473337,80.64513999557131,101.474265098362,123.9670115199587,33.296376835391584,9.678179875458705
LRTB,mammal_thylacine,block_02,2024-03-06,32143347-4542-7282-6c5b-b7b56e6a33c5,2024-03-06 13:42:57.110688-05:00,2024-03-06 13:53:13.359943-05:00,823.045265,270.0,553.045265,629.111161,360.0,269.111161,21.0,12.0,9.0,83.0,67.0,16.0,26.0,18.0,8.0,3.4690360153052033,0.134685761202259,1.33557202434265,0.04219072037661125,1.0,2.0,3.0,2.0,1.0,3.0,0.0,944.0,219.0,180.0,47.0,221.0,38.0,0.0,32.0,0.0,52.0,102.0,51.0,0.0,0.07762659489633174,0.051709529505582136,4.431432218414179,0.34040801845592816,1.86767578125,4.207056045532227,4.442226409912109,4.663978576660156,5.5248565673828125,0.5241276966158923,0.09275329436828024,0.04583740234375,0.46046447753906317,0.5199203491210933,0.5828094482421877,1.385894775390625,0.8360609881527019,13.14246061383728,0.000688772453202578,0.21206867883638542,0.3670112218443552,0.6426960144822278,2494.7194807803057,78.94736941171156,96.16722592736173,114.50383221517734,35.05290064085602,9.765403737269692
