Subject_id,Computer_name,Block_type,Date,Session_id,Match_start,Match_end,screenshot_kill,screenshot_death,Total_damage_deal,Gun_damage_deal,Rocket_damage_deal,Total_damage_taken,Gun_damage_taken,Rocket_damage_taken,Total_engage,Gun_engage,Rocket_engage,Total_shot_all,Gun_shot_all,Rocket_shot_all,Total_shot_hit,Gun_shot_hit,Rocket_shot_hit,Damager_per_Second_all,Shot_per_Second_all,Damager_per_Second_Hit_only,Shot_per_Second_Hit_only,Gun_kill,Rocket_kill,Total_kill,Death_by_gun,Death_by_rocket,Total_Death,Self_kill,Total_key_pressed,W_key,A_key,S_key,D_key,R_key,Q_key,MouseScrollDown,MouseScrollUp,SpaceBar,LeftMouseButton,RightMouseButton,Tab_key,Percent_of_Null_in_Pupil,Percent_of_Null_in_Gaze,Pupil_Average_mean,Pupil_Average_std,Pupil_Average_min,Pupil_Average_25th,Pupil_Average_50th,Pupil_Average_75th,Pupil_Average_max,Pupil_difference_mean,Pupil_difference_std,Pupil_difference_min,Pupil_difference_25th,Pupil_difference_50th,Pupil_difference_75th,Pupil_difference_max,Gaze_velocity_mean,Gaze_velocity_std,Gaze_velocity_min,Gaze_velocity_25th,Gaze_velocity_50th,Gaze_velocity_75th,Gaze_velocity_max,Heart_rate_min,Heart_rate_mean,Heart_rate_max,Heart_rate_variability,ECG_signal_to_noise
QAZW,reptile_gila,block_01,4/16/2024,1263e8ef-4b1f-9a88-a07b-85971cac44ab,2024-04-16 10:57:55.237102-04:00,2024-04-16 11:08:10.982526-04:00,13,2,988.8174546,825,163.8174546,285,285,0,25,20,5,207,197,10,59,55,4,5.574163268,0.336177894,1.60588681,0.09581882,12,1,13,2,0,2,0,1124,215,276,54,306,56,0,3,18,53,71,44,1,0.067670081,0.065205837,3.317408048,0.208594915,1.894515991,3.173309326,3.302398682,3.45501709,4.049102783,0.063436679,0.055931518,0,0.022193909,0.049285889,0.092124939,1.376617432,0.941566541,1.867277059,0.001335331,0.269598259,0.462090214,0.770934713,34.34505601,73.89162232,84.82338487,95.54143435,20.42447418,7.706736963
QAZW,reptile_gila,block_02,4/16/2024,6ee85647-4297-186c-24fa-c4970441459c,2024-04-16 11:12:32.018475-04:00,2024-04-16 11:22:47.387228-04:00,23,4,1530.794882,1245,285.794882,495,495,0,31,26,5,347,338,9,87,83,4,9.144796457,0.563889535,2.487605805,0.141378644,20,3,23,4,0,4,0,1228,228,349,74,269,76,0,1,17,48,102,57,5,0.018401514,0.018167961,3.350573946,0.223058887,2.007316589,3.205993652,3.33165741,3.493041992,4.025520325,0.05709214,0.045988123,0,0.024276733,0.049957275,0.080657959,1.640655518,0.840267886,1.956666788,0,0.241967269,0.408537033,0.682531323,158.4456677,71.77033788,83.34027684,94.93674926,19.99347402,7.741416625
QAZW,reptile_gila,block_03,4/16/2024,b8103d26-48b2-edb7-9cf6-febff2e0b27b,2024-04-16 11:27:04.499339-04:00,2024-04-16 11:37:19.733358-04:00,20,3,1444.914803,1125,319.9148025,586.809811,540,46.809811,28,21,7,268,251,17,84,75,9,7.146512173,0.435606601,2.348561292,0.136533412,16,4,20,3,0,3,0,1278,198,347,74,338,74,0,3,38,62,90,45,3,0.016768481,0.017337323,3.175575163,0.206022972,1.894454956,3.043926239,3.157352448,3.293340683,4.148628235,0.058786464,0.046778218,0,0.025344849,0.052253723,0.084533691,1.734466553,0.915743182,7.036977306,0.002168857,0.266977702,0.451094602,0.747155586,1355.886097,68.80735992,77.24726482,86.20697286,22.24511335,7.541113034
QAZW,reptile_gila,block_04,4/16/2024,7dcb719f-46a8-2478-bac5-4da70d64241f,2024-04-16 11:41:35.548627-04:00,2024-04-16 11:51:51.212965-04:00,20,4,1489.29674,1035,454.29674,534.865155,240,294.865155,32,27,5,295,285,10,77,69,8,7.775501854,0.4791572,2.419007644,0.12506815,14,6,20,1,3,4,0,1159,176,282,62,245,84,0,0,34,125,97,43,8,0.02389733,0.022028814,3.28217607,0.234324022,1.734222412,3.125024796,3.261554718,3.426073074,4.116744995,0.054919174,0.047980909,0,0.023757935,0.047821045,0.076141357,1.310821533,0.903866527,1.863439167,0.00033018,0.254613217,0.425736888,0.704299165,39.60687699,69.76745037,79.0807037,91.46342873,19.34133218,7.464928835
QPOI,reptile_komodo,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129668951,0.136859377,3.788371584,0.334197623,1.43598938,3.570178986,3.764328003,3.988941193,5.485549927,0.338002343,0.11659495,0,0.269706726,0.338607788,0.405174255,1.754241943,0.774244145,1.592849504,0.000630286,0.208485591,0.376893125,0.701355546,73.31045706,45.0450364,56.07641459,75.00000447,59.06623945,9.099896389
QPOI,reptile_komodo,block_01,4/9/2024,9e78a544-4fad-2033-7311-4f8a28b2f34f,2024-04-09 12:45:55.566185-04:00,2024-04-09 12:56:11.552493-04:00,22,4,1348.690997,795,553.690997,697.4535666,375,322.4535666,29,20,9,242,224,18,63,53,10,6.959842154,0.392865875,2.189482103,0.102275001,15,7,22,2,2,4,0,1273,252,278,64,300,64,36,0,0,124,96,44,0,0.056631455,0.056386933,4.317184214,0.427870548,1.625411987,4.02274704,4.334453583,4.623968124,5.619094849,0.087052695,0.076070425,0,0.034103394,0.071273804,0.124065399,1.543273926,0.889932122,1.844731768,0.003199285,0.239073519,0.421946508,0.752532477,107.5709983,44.24778935,56.70957391,70.09346232,63.34200898,9.143683073
QPOI,reptile_komodo,block_02,4/9/2024,505ab3c0-4bfb-f248-a0ff-53be350d22d6,2024-04-09 13:00:27.405583-04:00,2024-04-09 13:10:42.868378-04:00,,,1026.123033,720,306.123033,657.886332,405,252.886332,25,20,5,188,175,13,54,48,6,5.447745248,0.305461194,1.66723812,0.087738853,14,3,17,3,2,5,0,1169,225,214,47,224,42,51,0,0,112,175,54,14,0.034558169,0.034224573,4.171905154,0.412504863,1.505310059,3.872068405,4.151935577,4.466207504,5.42767334,0.093700678,0.080759288,0,0.03477478,0.077056885,0.135169983,1.783493042,0.786972437,1.749550134,0.002361685,0.214522653,0.373278697,0.649033588,60.80620355,43.22766535,55.50662081,68.49315635,65.2207515,9.248304124
QPOI,reptile_komodo,block_03,4/9/2024,e27612de-4620-d131-fe94-1d8df7bf34e9,2024-04-09 13:15:14.374021-04:00,2024-04-09 13:25:29.235641-04:00,15,3,1196.055084,855,341.055084,402.1514,315,87.1514,21,20,1,265,254,11,62,57,5,7.25238492,0.430991286,1.94524271,0.100835697,12,3,15,2,1,3,0,1139,168,193,52,213,35,47,0,0,136,204,54,27,0.060308276,0.063924777,4.078338374,0.424434445,1.628921509,3.772102356,4.076179504,4.401077271,5.543014526,0.135801908,0.104892975,1.53E-05,0.06526947,0.118896484,0.181602478,2.21182251,0.803090824,1.626882504,0.000713658,0.217145386,0.388018377,0.686299737,52.72594009,40.43126123,52.02497718,67.87331664,74.67381923,9.283162683
QPOI,reptile_komodo,block_04,4/9/2024,5d02a094-4bec-a7f8-e7d4-979a9b28ba7c,2024-04-09 13:29:13.404374-04:00,2024-04-09 13:39:30.583512-04:00,7,8,736.400751,465,271.400751,591.142916,450,141.142916,21,16,5,156,143,13,35,31,4,4.370188645,0.252762918,1.193171813,0.056709629,5,2,7,6,2,8,0,941,147,195,40,159,15,29,0,0,202,70,28,44,0.066660983,0.066989842,4.049783905,0.342801152,1.42048645,3.82598877,4.046482086,4.278949738,5.932640076,0.145059777,0.096842752,0,0.073524475,0.136047363,0.20350647,1.888168335,0.844077415,1.64116394,0.00154585,0.249821718,0.4299233,0.735125224,37.29098804,41.78272664,55.27569126,71.09003888,50.95917489,8.915039638
QWER,reptile_gila,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04254608,0.042641582,4.648304614,0.442185653,2.227539063,4.324819565,4.688148499,5.00147438,5.766448975,0.367907884,0.11752348,0.000183105,0.28414917,0.374588013,0.450252533,1.418518066,1.110846875,12.27584944,0.005171628,0.292667412,0.535609219,1.009789368,1673.828747,72.46378297,92.98792218,112.7819917,37.10174569,8.680588156
QWER,reptile_gila,block_01,4/10/2024,fff26c4d-43e8-7f61-fd2b-5782e7e5534a,2024-04-10 15:32:42.993256-04:00,2024-04-10 15:42:58.054943-04:00,18,6,1234.784403,840,394.784403,418.157303,375,43.157303,27,21,6,174,162,12,61,56,5,5.022607629,0.282898453,2.007578149,0.099177044,13,5,18,5,1,6,0,1470,263,297,110,362,33,133,0,0,93,88,60,0,0.017646326,0.017409714,5.718834552,0.401497999,2.141418457,5.520105362,5.789680481,6.001392365,6.674407959,0.377120068,0.085526965,0.004104614,0.319900513,0.374526978,0.430999756,1.315032959,1.037065804,1.946625227,0.000979952,0.334584979,0.591594682,1.032911427,157.1386845,100.6711483,142.7329314,178.5714468,11.63312404,8.062178952
QWER,reptile_gila,block_02,4/10/2024,5f37dd81-4a8f-f82f-c1a4-989ea7e3cc0d,2024-04-10 15:48:53.514967-04:00,2024-04-10 15:59:09.385737-04:00,19,8,1336.550466,870,466.5504657,937.761353,330,607.761353,32,21,11,219,199,20,67,58,9,6.591483216,0.35559408,2.170180062,0.108789057,15,4,19,3,4,7,0,1474,288,322,110,311,51,128,0,0,98,104,52,0,0.048320985,0.048025076,5.814621267,0.474552718,2.180801392,5.59400177,5.914810181,6.125335693,6.891571045,0.333744916,0.100740813,0.000701904,0.268722534,0.328422546,0.392910004,2.391464233,1.032253686,2.375148214,0.001791598,0.321291545,0.577411498,1.025582794,323.677379,104.1666712,148.764693,182.926791,15.80508848,8.293606324
QWER,reptile_gila,block_03,4/10/2024,39593e97-4ced-1883-561b-c1981864c0f2,2024-04-10 16:02:52.761861-04:00,2024-04-10 16:13:08.723667-04:00,,,952.7229974,720,232.7229974,674.289173,480,194.289173,22,16,6,157,145,12,54,48,6,4.290845303,0.254885934,1.546724144,0.087667773,11,3,14,4,1,5,0,1501,298,297,124,326,46,176,0,0,92,78,48,11,0.023164217,0.021514905,5.920419605,0.337132271,2.857513428,5.737186432,5.973907471,6.163097382,6.885055542,0.306861096,0.089912466,0.000274658,0.251724243,0.309539795,0.362518311,2.716903687,0.967463193,2.253109186,0.003205624,0.312345921,0.557724933,0.983411512,299.9273699,129.3103485,154.4661906,176.4706328,6.650346417,8.730395543
QWER,reptile_gila,block_04,4/10/2024,663178b4-4750-34d4-90da-7cb074beb55e,2024-04-10 16:17:10.545409-04:00,2024-04-10 16:27:26.081931-04:00,14,7,1044.653155,765,279.6531547,614.866236,465,149.866236,28,19,9,205,187,18,57,51,6,6.018897708,0.333042789,1.69714244,0.092602141,12,2,14,5,2,7,0,1469,280,291,106,307,67,137,0,0,113,92,68,3,0.032878803,0.033762837,5.772892642,0.396537668,2.633956909,5.613327026,5.814022064,6.024875641,6.766326904,0.251928173,0.099455153,1.53E-05,0.189910889,0.248947144,0.304199219,1.909729004,0.9414136,1.69094203,0.00212294,0.292791952,0.522926191,0.942488214,114.9177491,109.4890317,139.7478654,168.5392383,10.484199,8.935590581
QWRT,reptile_gila,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.510313883,0.513745077,4.479600586,0.531854464,1.452575684,4.090753555,4.48733139,4.909288406,5.715515137,0.192243491,0.182747789,1.53E-05,0.061767578,0.14642334,0.262008667,1.431793213,1.427944289,3.131776841,0.004315097,0.253238556,0.538165808,1.211011223,55.38365629,57.69229658,69.2842368,88.75738092,31.28651694,5.42080119
QWRT,reptile_gila,block_01,3/6/2024,85a5023a-4976-0721-23b2-028c85a483dd,2024-03-06 13:26:26.617466-05:00,2024-03-06 13:36:42.000566-05:00,12,8,765,765,0,619.990292,510,109.990292,19,19,0,180,180,0,51,51,0,4.387510804,0.29250072,1.243128061,0.082875204,6,0,6,3,1,4,0,915,183,197,41,278,15,0,0,15,43,32,49,19,0.139072071,0.140128136,4.502586291,0.397466424,1.446502686,4.243690491,4.501663208,4.760757446,6.540222168,0.09075052,0.09624953,0,0.036331177,0.071365356,0.117477417,2.554412842,0.805014002,1.750961742,0.001366098,0.16868185,0.310168875,0.627468484,52.12464517,63.55932165,78.87006464,96.15387172,29.22917229,6.418928753
QWRT,reptile_gila,block_02,3/6/2024,32143347-4542-7282-6c5b-b7b56e6a33c5,2024-03-06 13:42:57.110688-05:00,2024-03-06 13:53:13.359943-05:00,8,6,732.24563,585,147.24563,484.19711,180,304.19711,21,18,3,145,139,6,41,39,2,3.79368038,0.235294402,1.188229639,0.066531521,2,0,2,1,1,2,0,986,208,225,54,188,38,0,44,73,57,47,32,12,0.11910588,0.119705386,4.53057635,0.404811795,1.35647583,4.251592636,4.50951004,4.788684845,5.75769043,0.094378037,0.111451078,0,0.032745361,0.067352295,0.120437622,2.355728149,0.858368826,1.861924148,0,0.180705872,0.334488084,0.682401165,60.09348807,63.82979954,74.90279979,90.90911193,21.49579856,6.543858724
QWRT,reptile_gila,block_03,3/6/2024,dd256e2a-4e9a-fe7f-54b8-66bfb1d5fa7e,2024-03-06 13:57:21.312206-05:00,2024-03-06 14:07:37.711329-05:00,9,7,792.1891904,600,192.1891904,589.8728093,435,154.8728093,26,21,5,156,148,8,44,40,4,3.981936962,0.253082774,1.285188705,0.071382321,4,0,4,2,1,3,0,1113,157,249,67,253,36,19,36,56,59,102,57,21,0.141824968,0.154217905,4.213450767,0.377136129,1.773422241,3.977664948,4.183559418,4.464284897,5.375419617,0.069570028,0.09846839,0,0.02041626,0.045455933,0.082733154,2.214492798,0.74909956,4.783181946,0,0.168758717,0.301048286,0.5672303,837.5973324,67.87329833,75.34119638,90.36144111,21.33460506,6.41313628
QWRT,reptile_gila,block_04,3/6/2024,0f012d24-4034-4c67-7810-53878af71db6,2024-03-06 14:13:40.557008-05:00,2024-03-06 14:23:56.074452-05:00,13,9,901.61079,735,166.61079,791.9358179,420,371.9358179,25,20,5,166,159,7,51,49,2,4.361975795,0.269691788,1.464801362,0.082857116,5,0,5,3,1,4,0,1171,172,278,48,197,39,26,73,136,64,65,49,19,0.147906173,0.151689904,4.311355051,0.395648347,1.144714355,4.060119629,4.309257507,4.568977356,5.820449829,0.096325554,0.130451106,0,0.027114868,0.059249878,0.109577179,2.455612183,0.850181377,1.977126114,0.001134419,0.188102296,0.346230094,0.682962046,123.8538613,63.2911423,74.48014495,89.28572341,23.11726802,6.431608989
QXZW,mammal_thylacine,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.382447853,0.453418763,3.424763184,0.369432356,1.366699219,3.214550018,3.418395996,3.625812531,5.032058716,0.160874514,0.175158791,0,0.057636261,0.118209839,0.215866089,2.588363647,0.887452706,1.894299841,0,0.173150694,0.322747035,0.696380506,49.53453053,72.11538313,82.82140552,93.16769414,23.68068239,6.819921441
QXZW,mammal_thylacine,block_01,2/29/2024,c5bb93cd-4cce-11d8-6d58-2e9e469acb71,2024-02-29 13:58:29.569453-05:00,2024-02-29 14:09:14.265674-05:00,14,12,971.414043,615,356.414043,727.687753,630,97.687753,30,24,6,202,191,11,45,41,4,5.409471587,0.313325863,1.506777939,0.069800316,0,1,1,0,0,0,0,1192,168,248,25,227,28,53,0,0,229,125,74,0,0.129450297,0.130862796,4.68496827,0.680454432,1.924743652,4.358047485,4.84954071,5.167945862,6.117431641,0.130865757,0.095030376,0,0.055252075,0.114425659,0.190841675,2.299194336,0.689971033,4.979049463,0.000461629,0.166562601,0.292964639,0.532752716,1292.852203,66.96427474,86.13594746,120,31.55315368,7.014825253
QXZW,mammal_thylacine,block_02,2/29/2024,719e2eb0-4197-b167-41f9-8db24f75b605,2024-02-29 14:15:19.896452-05:00,2024-02-29 14:25:38.599553-05:00,19,7,1208.014962,900,308.014962,641.041066,330,311.041066,25,21,4,196,187,9,65,60,5,5.265597287,0.316791688,1.952495405,0.105058468,5,3,8,1,0,1,0,1169,149,246,27,269,43,55,0,0,194,131,54,0,0.087184094,0.080057492,5.010564667,0.520854199,2.346923828,4.802106857,5.098323822,5.351816177,6.117431641,0.122372937,0.084054092,1.53E-05,0.056892395,0.108795166,0.174713135,1.320648193,0.62430151,2.587230528,0.000457412,0.164697636,0.289605482,0.523003123,431.9289371,62.24066476,89.83811834,122.9508408,33.8988406,7.191232496
QXZW,mammal_thylacine,block_03,2/29/2024,f85b8323-4ca7-ee3c-bb78-94b36cadb805,2024-02-29 14:30:09.862440-05:00,2024-02-29 14:40:26.996906-05:00,7,13,812.542347,495,317.542347,916.7255232,600,316.7255232,28,20,8,175,147,28,38,33,5,6.58276185,0.28356867,1.316637446,0.061574911,1,1,2,2,1,3,1,1154,159,224,40,210,48,38,0,0,209,150,75,0,0.066144353,0.064341676,4.866218692,0.409809103,2.160568237,4.651826859,4.905071259,5.146259308,6.046035767,0.147169475,0.099836333,1.53E-05,0.070266724,0.132278442,0.209976196,2.299194336,0.627336549,3.19072072,0.001857289,0.162065524,0.285439182,0.506344142,555.7631731,73.17073766,88.41535024,104.1666712,28.0692671,6.932387641
QXZW,mammal_thylacine,block_04,2/29/2024,0538e108-4c09-5ff7-ab2b-959e4a36ad6b,2024-02-29 14:44:56.836748-05:00,2024-02-29 14:55:13.438114-05:00,11,5,866.585262,495,371.585262,536.2976371,375,161.2976371,21,16,5,142,130,12,38,33,5,4.255938736,0.230294657,1.405422222,0.061628148,1,0,1,2,0,2,0,914,143,177,53,201,31,24,0,0,156,92,36,0,0.086491868,0.085016552,4.967972066,0.482016177,1.724014282,4.735305786,5.055999756,5.300861359,6.182823181,0.115085838,0.084179036,1.53E-05,0.049808502,0.103927612,0.163993835,2.745834351,0.622007493,1.558967798,0.001981535,0.164032154,0.288351611,0.5099476,134.1582625,69.44443785,93.15807183,126.0504015,26.33472316,7.268026798
RQWE,reptile_gila,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074216511,0.069701892,4.016130888,0.32265557,1.828872681,3.773544312,4.04309845,4.248386383,5.395843506,0.259391517,0.076179523,0.000335693,0.211257935,0.253334045,0.304317474,1.824005127,0.817572979,5.769174057,0.001820909,0.16555584,0.29423683,0.532469561,674.2906836,64.10255666,77.29735963,90.90911193,44.28921793,7.31851699
RQWE,reptile_gila,block_01,3/5/2024,d682ff1b-4c8a-9dae-d9d5-4582be12e778,2024-03-05 13:58:16.141846-05:00,2024-03-05 14:08:31.532598-05:00,7,9,553.884078,435,118.884078,649.6033516,405,244.6033516,27,21,6,189,181,8,32,29,3,4.853837373,0.307121937,0.900052651,0.051999481,3,1,4,6,2,8,0,1137,228,251,139,262,17,12,0,0,62,48,116,0,0.105256456,0.117964651,4.587086395,0.388222334,1.551467896,4.345626831,4.620243073,4.864067078,5.887924194,0.276519421,0.075457548,0.000259399,0.23123169,0.276382446,0.32175827,3.221359253,0.743486354,2.361782293,0.001816043,0.214919739,0.364931603,0.611048791,274.2677928,69.44441869,87.34581709,105.6337883,31.63352024,7.285449673
RQWE,reptile_gila,block_02,3/5/2024,a8c25021-42f3-e12a-9934-d48ca28b88aa,2024-03-05 14:12:58.312074-05:00,2024-03-05 14:23:18.954013-05:00,10,12,831.863282,570,261.863282,732.0923815,720,12.0923815,26,18,8,203,192,11,44,38,6,5.323473457,0.3270807,1.340327216,0.070894339,5,2,7,10,0,10,0,1233,200,361,142,211,8,35,0,0,75,71,129,0,0.063049413,0.06258609,4.669194395,0.36198485,2.713043213,4.430807114,4.649082184,4.921129227,5.948745728,0.279410518,0.065180653,7.63E-05,0.241218567,0.280639648,0.322006226,0.834747315,0.659015827,1.712059662,0.001162134,0.185856322,0.318833452,0.53747093,74.87368819,69.76739235,89.50116785,110.2941358,30.26512246,7.365130837
RQWE,reptile_gila,block_03,3/5/2024,4ca89552-4100-084d-279e-7db3ac4df894,2024-03-05 14:29:03.133666-05:00,2024-03-05 14:39:18.350255-05:00,6,12,405,405,0,737.2379536,570,167.2379536,27,24,3,172,166,6,27,27,0,4.449433185,0.279576336,0.658304745,0.043886983,5,0,5,10,2,12,0,1129,189,244,135,262,11,36,0,0,85,71,94,0,0.055229543,0.054635133,4.517610458,0.349665698,2.115890503,4.284038544,4.513019562,4.7541008,6.592636108,0.234483442,0.066960371,0.001235962,0.190200806,0.23197937,0.276977539,1.252075195,0.687028284,1.521333387,0.001123519,0.217016964,0.375216827,0.641914493,45.36127096,69.44443785,83.41550665,98.03921752,30.83727088,7.393007268
RQWE,reptile_gila,block_04,3/5/2024,f74ac41e-4abb-2c24-95ba-f6bd7a3aa0c5,2024-03-05 14:42:49.125351-05:00,2024-03-05 14:53:04.736432-05:00,7,12,592.780021,555,37.780021,934.908929,360,574.908929,24,20,4,206,200,6,39,37,2,5.193457735,0.334626855,0.962913176,0.063351686,3,0,3,6,3,9,0,866,114,257,81,147,13,31,0,0,87,56,79,0,0.067188007,0.067524757,4.295893635,0.366350169,1.714675903,4.041065216,4.26524353,4.533824921,6.601089478,0.228113146,0.07100902,0.000137329,0.178024292,0.223342896,0.273620606,1.58404541,0.839768707,2.292480531,0.000713081,0.236273391,0.405045776,0.679551728,159.625986,67.87331664,83.99694966,101.35135,29.67989359,7.375802101
SBQRG,reptile_komodo,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157541156,0.149572305,3.226556829,0.285339512,1.804840088,3.02929306,3.189929962,3.3979702,4.493423462,0.147647864,0.073828956,1.53E-05,0.098114014,0.140304565,0.190124512,1.178207397,0.738826847,1.982968746,0.00101425,0.193085093,0.33820193,0.59218526,112.0464278,74.62685275,97.33646898,135.1351334,20.09488824,7.993091002
SBQRG,reptile_komodo,block_01,11/29/2023,b8944796-41be-f0ad-8f57-35adbb4944c5,2023-11-29 12:52:05.310171-05:00,2023-11-29 13:02:20.369341-05:00,8,4,779.798372,660,119.798372,542.810332,360,182.810332,16,16,0,146,143,3,46,44,2,3.721733818,0.237375536,1.267842852,0.074789552,5,0,5,0,0,0,0,616,94,115,18,153,6,0,4,1,15,144,44,10,0.0655494,0.066672371,3.787812409,0.330647283,1.793991089,3.579368591,3.778274536,3.976322174,5.027549744,0.196661232,0.08334095,7.63E-05,0.13841629,0.19972229,0.254135132,1.242874146,0.934393182,2.099375044,0.001254581,0.224377424,0.395053812,0.713285472,66.67668063,49.99999801,96.49288775,148.5148354,24.53001046,8.198565536
SBQRG,reptile_komodo,block_02,11/29/2023,cd9f5b3e-459d-c4b2-e21f-3f9e38f88056,2023-11-29 13:16:55.523427-05:00,2023-11-29 13:27:11.089638-05:00,12,7,963.656349,510,453.656349,667.366717,525,142.366717,23,16,7,127,116,11,41,34,7,3.762105029,0.206314118,1.565479605,0.066605345,0,2,2,0,0,0,0,684,113,164,44,137,5,0,2,1,17,114,63,13,0.039318331,0.037256102,3.895101389,0.377782649,2.179092407,3.667554855,3.899971008,4.108114243,5.302497864,0.18720387,0.075308877,4.58E-05,0.139312744,0.185928345,0.233043671,1.460388184,0.890025192,2.1807099,0.001481665,0.212547547,0.376127639,0.6787646,112.5602981,1.407657663,74.86933515,263.1579806,3168.139954,10.1997704
SBQRG,reptile_komodo,block_03,11/29/2023,9dad9043-4b16-3913-ef6c-b4b80700c54d,2023-11-29 13:32:35.035246-05:00,2023-11-29 13:42:51.126542-05:00,8,8,655.1953689,555,100.1953689,692.752768,360,332.752768,22,15,7,126,117,9,39,37,2,3.40076474,0.204515144,1.063471231,0.063302306,3,0,3,4,0,4,0,704,101,137,37,151,4,0,8,5,11,136,73,26,0.109499136,0.154814335,3.792716763,0.323680164,1.495452881,3.580856323,3.766960144,3.964771271,5.073150635,0.182765791,0.073560564,1.53E-05,0.13621521,0.181472778,0.226409912,1.465484619,0.926528048,2.480172692,0.002598514,0.227131162,0.402819391,0.717702163,248.2457841,18.96333734,115.9168232,238.0951498,61.56545654,1.104249221
SBTBT,mammal_thylacine,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223168853,0.287988423,3.751598541,0.369676014,2.114990234,3.476600647,3.694339752,3.996866226,6.66494751,0.288488777,0.141626059,0.000442505,0.198982239,0.256149292,0.337150574,1.472579956,0.932097497,2.115828597,0.004224663,0.235695627,0.43579312,0.813017956,34.80123305,38.07106659,72.99789453,138.8888374,50.89988778,6.510344814
SBTBT,mammal_thylacine,block_01,11/29/2023,b8944796-41be-f0ad-8f57-35adbb4944c5,2023-11-29 12:52:05.310171-05:00,2023-11-29 13:02:20.369341-05:00,14,8,1516.424634,1005,511.4246344,785.916747,510,275.916747,27,18,9,230,220,10,74,67,7,6.295178891,0.373947762,2.465493904,0.120313628,6,1,7,4,1,5,0,707,134,142,76,157,25,0,7,0,43,73,37,5,0.177978867,0.186634939,4.48123227,0.488430104,1.366729736,4.319643021,4.541919708,4.776172638,6.598220825,0.154856518,0.078865681,1.53E-05,0.095947266,0.15524292,0.211029053,1.294555664,0.858912698,1.956539269,0,0.239682129,0.432985602,0.773481162,55.29701357,62.76148474,95.61831927,130.4348394,31.3549798,6.219427158
SBTBT,mammal_thylacine,block_02,11/29/2023,cd9f5b3e-459d-c4b2-e21f-3f9e38f88056,2023-11-29 13:16:55.523427-05:00,2023-11-29 13:27:11.089638-05:00,14,15,1425.575129,885,540.5751287,1213.303485,675,538.303485,30,20,10,212,191,21,66,59,7,6.48139245,0.344398371,2.315876186,0.107218361,2,0,2,0,1,1,0,662,123,133,47,134,20,0,14,5,46,87,36,16,0.180944878,0.237066127,4.48561804,0.393475552,1.885726929,4.290237427,4.497070313,4.725341797,6.008483887,0.173518608,0.083095076,0,0.118377686,0.174224854,0.225616455,1.230255127,0.920401516,14.61459579,0.001491737,0.200460541,0.386650857,0.737001815,2329.712803,50.16722992,86.18810017,120.9677294,37.05730749,6.48068912
SBTBT,mammal_thylacine,block_03,11/29/2023,9dad9043-4b16-3913-ef6c-b4b80700c54d,2023-11-29 13:32:35.035246-05:00,2023-11-29 13:42:51.126542-05:00,18,7,1494.704477,675,819.704477,703.9478699,570,133.9478699,24,11,13,162,142,20,58,45,13,5.087873043,0.262948042,2.426108739,0.094141892,6,0,6,2,0,2,0,695,127,144,57,133,37,0,21,2,37,81,38,15,0.384221905,0.501983685,4.411579749,0.353283965,2.05682373,4.225250244,4.425750732,4.632545471,7.048355103,0.205335048,0.075385336,6.10E-05,0.158714294,0.206359863,0.252151489,1.056137085,0.41595995,0.703590376,0.000340019,0.159501305,0.276271191,0.4620828,18.93471714,58.36575215,93.67090735,135.1351334,26.09854732,6.681559911
SNMVN,reptile_gila,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27133818,0.256596661,4.375988467,0.375277703,2.133590698,4.193576813,4.464107513,4.636470795,5.360748291,0.157815601,0.134600223,0,0.057754517,0.120803833,0.237350464,1.704208374,0.857967158,2.337193585,0.001450429,0.174470048,0.309772975,0.555648162,97.7731992,79.36504993,92.25617882,105.6338326,15.48926795,4.281982535
SNMVN,reptile_gila,block_01,12/5/2023,fe7e9085-4408-f046-181c-7d8bba37b199,2023-12-05 15:34:21.887765-05:00,2023-12-05 15:45:10.826722-05:00,20,4,1110,1110,0,372.073125,150,222.073125,29,29,0,218,218,0,74,74,0,5.038994754,0.335932984,1.710484458,0.114032297,17,0,17,2,0,2,0,529,94,135,56,125,28,0,0,0,7,38,42,0,0.131266898,0.127636153,4.384845417,0.492125843,1.727981567,4.227775574,4.495033264,4.734027863,5.275314331,0.234238683,0.115416178,0,0.155525208,0.232025147,0.311309815,1.88671875,0.913648852,2.469441248,0.003471376,0.219146794,0.368727198,0.609043104,96.6070968,71.42857873,100.0572465,131.5789215,19.53775818,4.431842623
