Subject_id,Computer_name,Block_type,Date,Session_id,Match_start,Match_end,screenshot_kill,screenshot_death,Total_damage_deal,Gun_damage_deal,Rocket_damage_deal,Total_damage_taken,Gun_damage_taken,Rocket_damage_taken,Total_engage,Gun_engage,Rocket_engage,Total_shot_all,Gun_shot_all,Rocket_shot_all,Total_shot_hit,Gun_shot_hit,Rocket_shot_hit,Damager_per_Second_all,Shot_per_Second_all,Damager_per_Second_Hit_only,Shot_per_Second_Hit_only,Gun_kill,Rocket_kill,Total_kill,Death_by_gun,Death_by_rocket,Total_Death,Self_kill,Total_key_pressed,W_key,A_key,S_key,D_key,R_key,Q_key,MouseScrollDown,MouseScrollUp,SpaceBar,LeftMouseButton,RightMouseButton,Tab_key,Percent_of_Null_in_Pupil,Percent_of_Null_in_Gaze,Pupil_Average_mean,Pupil_Average_std,Pupil_Average_min,Pupil_Average_25th,Pupil_Average_50th,Pupil_Average_75th,Pupil_Average_max,Pupil_difference_mean,Pupil_difference_std,Pupil_difference_min,Pupil_difference_25th,Pupil_difference_50th,Pupil_difference_75th,Pupil_difference_max,Gaze_velocity_mean,Gaze_velocity_std,Gaze_velocity_min,Gaze_velocity_25th,Gaze_velocity_50th,Gaze_velocity_75th,Gaze_velocity_max,Heart_rate_min,Heart_rate_mean,Heart_rate_max,Heart_rate_variability,ECG_signal_to_noise
MJKL,mammal_thylacine,block_03,4/9/2024,e27612de-4620-d131-fe94-1d8df7bf34e9,2024-04-09 13:15:14.374021-04:00,2024-04-09 13:25:29.235641-04:00,7,20,749.6273185,420,329.6273185,1488.714136,885,603.7141356,26,18,8,136,120,16,35,28,7,3.957311306,0.221187981,1.219180534,0.056923377,3,4,7,12,8,20,0,1156,168,271,24,189,29,0,43,49,179,133,38,29,0.051319471,0.052320533,4.77134655,0.364560546,1.739089966,4.560302734,4.80796051,5.033599854,5.738815308,0.302258603,0.105600578,0.000259399,0.236537933,0.30493927,0.367801666,2.511062622,0.705483572,1.350798346,0.001258411,0.219035544,0.372610154,0.639294682,57.68141851,69.12440255,84.08103128,104.1666712,27.60773477,7.168156547
MJKL,mammal_thylacine,block_04,4/9/2024,5d02a094-4bec-a7f8-e7d4-979a9b28ba7c,2024-04-09 13:29:13.404374-04:00,2024-04-09 13:39:30.583512-04:00,15,12,1054.26133,990,64.26133,1064.516246,705,359.516246,27,24,3,275,269,6,68,66,2,6.870770018,0.445575657,1.7081934,0.110178708,14,1,15,7,5,12,0,1271,158,241,27,269,47,0,41,59,154,193,51,24,0.05516527,0.055224805,4.748292112,0.365924847,1.817718506,4.508672714,4.767745972,5.00976181,6.228515625,0.279323147,0.101795754,6.10E-05,0.217475891,0.28453064,0.346069336,1.994888306,0.770833103,2.356213528,0,0.229975133,0.396806953,0.692357392,364.0574191,43.22766535,87.29140573,133.9285851,35.0063089,7.854427854
MJUY,mammal_panda,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059142791,0.066620079,4.479894741,0.318315593,1.11730957,4.316690445,4.513427734,4.685121536,5.374740601,0.200915876,0.119914883,0.000320435,0.132171631,0.180877686,0.242706299,2.402526855,0.63786941,1.393812384,0.001738356,0.159311242,0.289385435,0.554792493,31.98881879,73.52941314,79.00966498,84.74576933,14.46274293,10.41678076
MJUY,mammal_panda,block_01,3/13/2024,6a0b7489-4997-a37e-d69c-38ab276c14cd,2024-03-13 16:29:52.668457-04:00,2024-03-13 16:40:09.133874-04:00,5,19,710.168577,150,560.168577,1408.462436,660,748.4624364,25,10,15,90,69,21,18,10,8,3.414182069,0.145993591,1.152000676,0.029198718,0,2,2,6,6,12,0,938,176,213,62,207,12,65,0,0,78,60,59,0,0.088039948,0.086171953,4.60111908,0.365885619,1.405227661,4.410762787,4.644256592,4.843486786,5.938796997,0.255540506,0.092536413,1.53E-05,0.204742432,0.24987793,0.296844482,2.148956299,0.93271896,2.845096476,0.000924254,0.171378258,0.318468724,0.639485842,345.2887732,68.80734111,83.00282705,101.35135,26.33287251,7.615115218
MJUY,mammal_panda,block_02,3/13/2024,95b311f5-4446-507a-907e-07b9160fc694,2024-03-13 16:44:37.260606-04:00,2024-03-13 16:54:52.478340-04:00,12,10,1026.499525,105,921.499525,908.819001,495,413.819001,24,3,21,62,16,46,24,7,17,4.211098949,0.100777329,1.6685142,0.039010579,2,5,7,4,2,6,0,942,141,187,79,229,20,31,0,0,116,97,33,6,0.081739065,0.083627179,5.018259793,0.371032546,1.423706055,4.820045471,5.0652771,5.262054443,6.755722046,0.297940347,0.096974377,4.58E-05,0.248565674,0.295677185,0.342727661,2.897872925,0.9826992,2.768100917,0.00179622,0.206247243,0.389587691,0.782835847,317.4214649,70.75471284,82.68582895,95.54139808,17.30895529,10.50955437
MJUY,mammal_panda,block_03,3/13/2024,15f350b5-46bc-916a-4e48-529cd8813848,2024-03-13 16:58:46.618860-04:00,2024-03-13 17:09:03.914820-04:00,9,12,808.2577786,225,583.2577786,951.459723,420,531.459723,21,7,14,72,44,28,28,15,13,3.066299334,0.116637731,1.309352128,0.045359118,1,2,3,4,3,7,0,878,124,233,54,136,19,48,0,0,121,79,56,7,0.102717147,0.10531442,4.823487239,0.379565787,1.017105103,4.608354568,4.859539032,5.089033127,6.021133423,0.228409272,0.096145021,6.10E-05,0.174419403,0.22127533,0.26940918,2.080078125,0.968088273,3.843810386,0.001496866,0.195560721,0.376024438,0.756313607,579.5780844,70.42253537,82.10192943,94.33963481,16.90390394,10.39977691
MJUY,mammal_panda,block_04,3/13/2024,01c80c4d-46c8-45f5-d583-0281844f2f5d,2024-03-13 17:12:52.499283-04:00,2024-03-13 17:23:11.285143-04:00,7,15,766.5010698,135,631.5010698,1030.91356,615,415.91356,27,5,22,111,65,46,22,9,13,5.272283734,0.179383543,1.238717817,0.035553495,0,5,5,8,1,9,0,836,107,107,48,194,14,59,0,0,168,94,36,4,0.097271768,0.101994674,4.75805968,0.340942366,1.507858276,4.566162109,4.795089722,4.993606567,6.268844604,0.274399898,0.089142338,0.000579834,0.223510742,0.269393921,0.318862915,2.302856445,0.899876824,2.056285211,0.000851996,0.192954948,0.358865582,0.697724151,58.23449443,69.76745037,80.80365394,93.75008941,18.11931325,10.48675848
MNBW,reptile_komodo,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019153774,0.021946518,5.069054605,0.381013039,2.453735352,4.844572067,5.124263763,5.318519592,5.891540527,0.946347786,0.108453146,0.193115234,0.884742737,0.952880859,1.020553589,2.029190063,0.631089989,2.043853324,0.002226099,0.181489011,0.32893801,0.59162462,183.0501293,67.87329833,75.82212811,84.74579787,13.08125829,7.52838708
MNBW,reptile_komodo,block_01,3/26/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018550326,0.018501251,5.284380601,0.322592598,2.454269409,5.05009079,5.295196533,5.523021698,6.133560181,0.843335359,0.116765503,0.017547607,0.769607544,0.845458984,0.922927856,3.018417358,0.815083703,1.869586327,0.000878076,0.217782357,0.407036272,0.766624198,132.9013173,61.47540539,80.02503165,102.0408474,22.9583947,8.086981139
MNBW,reptile_komodo,block_02,3/26/2024,,,,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023886139,0.023019802,5.308384703,0.306895789,2.109970093,5.115074158,5.33454895,5.525886536,6.32711792,0.714829688,0.122099198,0.070037842,0.635360718,0.707473755,0.789489746,3.28553772,0.782248842,1.884981086,0.000553571,0.222135232,0.403934853,0.736722293,176.2303794,64.65519089,80.84558237,98.03921752,22.70290128,7.993953936
MNBW,reptile_komodo,block_03,3/26/2024,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061166658,0.05855566,5.289878045,0.316391434,1.566223145,5.100259781,5.32635498,5.512784958,6.884124756,0.677667713,0.124280384,0.049453735,0.599197388,0.674026489,0.757011414,2.76864624,0.845825015,2.299915518,0.001478454,0.22187512,0.402027836,0.736996687,250.7778883,64.65517427,79.44040529,95.54139808,22.73461836,7.906632085
MNBW,reptile_komodo,block_04,3/26/2024,,,,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029004081,0.024785984,5.085258816,0.33291905,2.719528198,4.863502502,5.087684631,5.332801819,6.141448975,0.683994768,0.097381364,0.010803223,0.633651733,0.685134888,0.738250732,3.335128784,0.854166802,1.890506247,0.000956868,0.224141174,0.411874876,0.7488225,83.13146975,65.78947795,78.78928984,93.16772863,23.05929717,7.784641634
MNOP,mammal_thylacine,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05354641,0.076882662,3.988414017,0.425389934,1.791381836,3.710731506,3.970916748,4.253725052,5.682128906,0.457526034,0.162024388,0.001983643,0.348175049,0.455612183,0.557048798,1.449768066,0.814102985,2.110463108,0.000149707,0.237786524,0.430397823,0.802411855,123.0195266,64.93506319,82.90922957,101.35135,31.37074107,7.292130046
MNOP,mammal_thylacine,block_01,4/10/2024,fff26c4d-43e8-7f61-fd2b-5782e7e5534a,2024-04-10 15:32:42.993256-04:00,2024-04-10 15:42:58.054943-04:00,8,12,652.340971,630,22.340971,884.514133,765,119.514133,26,18,8,186,177,9,43,42,1,4.64115443,0.302408692,1.060610642,0.069911687,8,0,8,10,2,12,0,996,153,229,34,208,14,0,21,2,145,107,39,4,0.073576707,0.084206908,5.440107825,0.858703278,1.392059326,4.687402725,5.723632813,6.129272461,7.4425354,0.201297128,0.112575449,3.05E-05,0.120178223,0.197364807,0.271869659,1.745880127,0.742893118,1.523417858,0.001837301,0.202486711,0.356902664,0.645573018,44.24720939,76.92305623,96.81204699,116.2791162,24.86088675,7.068631531
MNOP,mammal_thylacine,block_02,4/10/2024,5f37dd81-4a8f-f82f-c1a4-989ea7e3cc0d,2024-04-10 15:48:53.514967-04:00,2024-04-10 15:59:09.385737-04:00,10,14,963.7442173,675,288.7442173,1164.747241,645,519.7472412,30,18,12,172,149,23,53,45,8,5.357085103,0.279279369,1.564848121,0.086057015,8,2,10,8,5,13,1,996,162,204,26,267,12,0,27,2,145,98,42,7,0.112119709,0.121039219,5.738856608,0.532041133,1.648147583,5.385313034,5.799648285,6.121919632,7.164642334,0.135695619,0.101869261,0,0.059997559,0.117294312,0.190261841,2.642074585,0.762493064,1.65839995,0.001069458,0.200812867,0.350713386,0.635830887,63.13117262,75.75757047,95.58553433,115.3846725,24.32696219,7.009456908
MNOP,mammal_thylacine,block_03,4/10/2024,39593e97-4ced-1883-561b-c1981864c0f2,2024-04-10 16:02:52.761861-04:00,2024-04-10 16:13:08.723667-04:00,,,857.366419,450,407.366419,766.3448234,510,256.3448234,24,14,10,150,128,22,37,30,7,4.509383233,0.243521593,1.391914906,0.06006866,5,3,8,7,3,10,0,1013,166,238,57,187,20,0,30,1,141,118,33,11,0.096979274,0.11291587,5.821224498,0.428911096,1.853088379,5.554607391,5.849006653,6.108764648,7.28427124,0.142389931,0.103216913,0,0.065994263,0.125244141,0.197803497,3.337844849,0.674913123,1.31386514,0,0.192786471,0.339657535,0.606243169,40.21935032,79.78722413,98.04989711,116.2791162,21.52944872,7.021716145
MNOP,mammal_thylacine,block_04,4/10/2024,663178b4-4750-34d4-90da-7cb074beb55e,2024-04-10 16:17:10.545409-04:00,2024-04-10 16:27:26.081931-04:00,7,14,750.880196,300,450.880196,1043.665439,840,203.6654387,24,12,12,128,96,32,30,20,10,4.313028996,0.207948668,1.219879193,0.048737969,2,5,7,13,1,14,0,1030,186,190,49,214,32,0,44,1,151,105,37,10,0.141306202,0.148288047,5.729888886,0.410408714,2.015304565,5.516220093,5.767623901,6.001464844,7.266845703,0.131559437,0.109867591,1.53E-05,0.050582886,0.109100342,0.187580109,2.875030518,0.732810511,1.402907078,0,0.20696909,0.365500563,0.656163403,30.05341305,77.31958535,96.84481355,117.1874808,20.46866255,6.96428417
MTYH,reptile_gila,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229777366,0.287012987,4.079920745,0.449934032,1.867279053,3.731954575,4.049358368,4.361925125,6.42755127,0.240669342,0.110742507,0.000106812,0.165874481,0.232131958,0.303749085,2.22895813,0.846644221,1.975088472,0.002934452,0.169405854,0.309745185,0.58703947,32.59144056,72.11538313,95.13355976,118.1102602,20.27467244,6.888038666
MTYH,reptile_gila,block_01,2/21/2024,ab54cf6b-4602-187d-4dbf-308f2571bdbb,2024-02-21 11:04:33.933170-05:00,2024-02-21 11:14:51.559857-05:00,17,7,1185,1185,0,650.213622,270,380.213622,24,24,0,213,213,0,79,79,0,5.173027765,0.344868518,1.918634711,0.127908981,12,0,12,3,1,4,0,1170,176,307,54,315,23,0,0,0,53,150,74,2,0.115660101,0.110276505,4.447640871,0.327976862,1.572280884,4.231994629,4.437133789,4.674224854,6.352401733,0.179808986,0.076914942,1.53E-05,0.131408691,0.180458069,0.226974487,2.110153198,0.635988481,1.617772125,0.001377431,0.150507652,0.261291999,0.458274279,36.62367209,87.71926571,114.4597968,142.8572791,13.08334176,7.078350051
MTYH,reptile_gila,block_02,2/21/2024,69d133a0-4a25-7ea2-81fb-2883be8d8185,2024-02-21 11:20:37.724183-05:00,2024-02-21 11:30:54.977712-05:00,19,2,1301.087346,1125,176.0873464,302.04389,180,122.04389,26,21,5,259,252,7,78,75,3,6.679760568,0.419600679,2.107865383,0.126366228,8,1,9,0,0,0,0,1199,178,320,57,290,54,26,0,0,89,101,74,1,0.144387719,0.142362006,4.694709296,0.297387975,1.84413147,4.512809753,4.701499939,4.879104614,5.639953613,0.105033382,0.069587939,0,0.056167603,0.099861145,0.143417358,1.739273071,0.648250774,1.568874221,0.001474712,0.159962927,0.275988339,0.48317161,38.34709095,93.16769414,112.4944663,130.434907,13.54296501,7.04419884
MTYH,reptile_gila,block_03,2/21/2024,3ff660ba-4d88-cf89-379c-6fa45712769a,2024-02-21 11:34:24.978245-05:00,2024-02-21 11:44:41.321190-05:00,19,5,1285.307604,1095,190.3076045,439.5811075,270,169.5811075,30,26,4,270,256,14,78,73,5,6.891098627,0.438067803,2.085377329,0.126552921,5,0,5,0,0,0,0,1050,140,280,71,243,40,12,0,0,113,81,64,3,0.130202881,0.126165196,4.474621632,0.295311209,1.814483643,4.282447815,4.483543396,4.664869308,5.747528076,0.204945369,0.081003975,0,0.151599884,0.2059021,0.256576538,1.844284058,0.639195063,1.464738774,0.003167815,0.165006899,0.28740257,0.50694902,38.45794893,90.36144111,110.3092771,129.3103485,14.96892373,6.984315031
MTYH,reptile_gila,block_04,2/21/2024,87069e81-4953-3251-444b-88a144ec20b5,2024-02-21 11:48:22.906621-05:00,2024-02-21 11:58:38.671666-05:00,23,9,1628.204248,1290,338.204248,960.007502,465,495.007502,33,29,4,289,278,11,91,86,5,7.811797028,0.469334858,2.644197265,0.14778364,17,2,19,3,3,6,0,1021,157,264,49,206,53,15,0,0,95,98,69,5,0.115579274,0.112748046,4.510994768,0.307053447,1.693618774,4.328044891,4.523468018,4.711753845,5.791183472,0.163910325,0.078912405,4.58E-05,0.110931397,0.164154053,0.213500977,1.845672607,0.63946465,1.519322636,0.001408158,0.156382932,0.272976567,0.479432132,29.51991861,93.74998463,116.6925219,138.888914,12.98678588,6.753028089
NMBV,reptile_gila,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089135462,0.087487084,3.844164741,0.232232764,1.198196411,3.723247528,3.861686707,3.984041214,5.687057495,0.403265377,0.124922426,0.000152588,0.319976807,0.394485474,0.476303101,1.77911377,0.666834625,1.764593376,0.002580346,0.181384127,0.314371672,0.531781288,76.27376981,99.33773329,107.6754231,115.3846196,7.117400906,6.949578358
NMBV,reptile_gila,block_01,3/14/2024,,,,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048372323,0.051367744,4.361731268,0.314987961,1.777542114,4.156173706,4.367767334,4.587669373,5.324714661,0.380544509,0.088491095,9.16E-05,0.333251953,0.387313843,0.435913086,1.770523071,0.790874571,5.013556999,0.001569846,0.251176065,0.421981436,0.675197478,685.0221552,105.6337883,123.847671,141.5095053,6.383959078,7.033726796
NMBV,reptile_gila,block_02,3/14/2024,,,,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028783153,0.031285511,4.436372172,0.320709838,2.196365356,4.224824905,4.429843903,4.650505066,5.306854248,0.424099572,0.079567489,0.000106812,0.381126404,0.428710938,0.471405029,1.989700317,0.786729249,1.513805055,0.002476961,0.26314268,0.44020277,0.705353104,42.28501341,97.40256966,110.0700637,121.9512531,9.84722352,7.154458319
NMBV,reptile_gila,block_03,3/14/2024,,,,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027610958,0.0283766,4.224725277,0.300217784,1.439743042,4.008651733,4.222381592,4.44275856,5.024276733,0.33156131,0.078830562,0.00340271,0.278949738,0.330062866,0.381248474,1.767318726,0.807090418,1.674427332,0.001403159,0.253436621,0.425462302,0.692904354,95.56691981,89.28566005,103.4018147,115.3846725,13.84634043,7.221822535
NMBV,reptile_gila,block_04,3/14/2024,,,,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024876465,0.027129154,4.226601588,0.278613745,1.358032227,4.05550766,4.229171753,4.408401489,5.169662476,0.375388267,0.078935433,0.017379761,0.328353882,0.376480103,0.424438477,2.889984131,0.742316854,1.439135976,0.00116964,0.24504732,0.412830992,0.666616691,31.17348221,86.70518343,100.6668793,113.6363899,16.49767736,7.134116643
OPKJ,mammal_thylacine,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051878264,0.065739253,4.982126029,0.38436479,1.638793945,4.778553009,5.050491333,5.242275238,5.81804657,0.179511152,0.115508233,1.53E-05,0.095947266,0.161834717,0.242111206,1.782455444,1.079777304,4.013746138,0.001434572,0.267152761,0.542941759,1.135115501,458.7074033,58.13953123,65.75930872,75.00000447,26.69987837,7.784503376
OPKJ,mammal_thylacine,block_01,3/26/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031136018,0.035846276,5.586841451,0.328760986,2.004104614,5.389532089,5.64006424,5.820108414,6.31552124,0.093368191,0.093498573,0,0.033672333,0.070877075,0.127368927,1.637802124,0.783733473,1.448906683,0.002263602,0.225991069,0.407735423,0.751071704,66.35924508,57.47125618,70.82582754,88.75738092,31.5927058,8.195261964
OPKJ,mammal_thylacine,block_02,3/26/2024,,,,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037878788,0.03708261,5.650176602,0.343750886,1.7056427,5.4793396,5.699783325,5.888238907,6.750167847,0.110911017,0.097833257,1.53E-05,0.043136597,0.089920044,0.152648926,2.313201904,0.713329536,1.297638681,0.001093037,0.209508833,0.376528929,0.682450555,40.05308245,59.52380153,74.42839155,90.36147356,30.94022641,8.232827752
OPKJ,mammal_thylacine,block_03,3/26/2024,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041901654,0.044733495,5.515085417,0.343931435,1.333526611,5.32824707,5.573127747,5.74672699,6.810241699,0.11913029,0.112261346,0,0.045379639,0.095718384,0.162704468,2.658859253,0.680907021,1.724018476,0.001204735,0.191767782,0.343189632,0.618731991,207.7391337,57.69229658,73.31329543,89.82039365,33.12016711,8.050060056
OPKJ,mammal_thylacine,block_04,3/26/2024,,,,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054467237,0.058258798,5.593893174,0.331316004,1.532287598,5.430580139,5.641517639,5.81086731,7.774154663,0.151791667,0.115099179,1.53E-05,0.073257446,0.137863159,0.207397461,3.395111084,0.701759931,1.54857298,0.000591934,0.203637207,0.368848814,0.660745486,159.6408538,58.13953123,75.8468839,97.40260736,28.73599135,8.063666337
PKJH,reptile_gila,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119399417,0.10342849,4.926634406,0.428089575,1.757507324,4.604059219,4.914646149,5.205373764,6.62802124,0.15359546,0.093906967,4.58E-05,0.094577789,0.144096375,0.197738648,1.304672241,0.886106701,3.817929616,0.001554709,0.164937616,0.301515142,0.568378451,293.5714277,74.25741768,92.49477359,107.1428681,23.15093763,8.600121575
PKJH,reptile_gila,block_01,2/29/2024,c5bb93cd-4cce-11d8-6d58-2e9e469acb71,2024-02-29 13:58:29.569453-05:00,2024-02-29 14:09:14.265674-05:00,18,12,1089.107487,900,189.107487,957.913214,570,387.913214,32,24,8,177,163,14,65,60,5,4.556625539,0.27454791,1.689334374,0.100822679,1,0,1,1,1,2,0,1348,175,264,57,366,39,0,32,13,119,163,71,16,0.063106106,0.067338471,5.481190825,0.433784015,1.370620728,5.209194183,5.486984253,5.780067444,7.407196045,0.094313366,0.074327741,0,0.041305542,0.082427979,0.132911682,1.401794434,0.77474502,1.767758785,0.001291827,0.208135149,0.357364449,0.612797436,99.78035362,78.53401318,98.51089333,116.2791162,25.86342889,8.858083865
PKJH,reptile_gila,block_02,2/29/2024,719e2eb0-4197-b167-41f9-8db24f75b605,2024-02-29 14:15:19.896452-05:00,2024-02-29 14:25:38.599553-05:00,19,11,1397.885931,570,827.885931,801.524982,540,261.524982,30,17,13,166,147,19,50,38,12,5.373532825,0.268303165,2.259380838,0.080814206,3,0,3,3,2,5,0,1222,172,333,71,310,38,0,29,6,59,132,46,22,0.123807449,0.143610678,5.516553723,0.433447157,1.283050537,5.23935318,5.532806396,5.804401398,8.250076294,0.118665806,0.085743363,0,0.055782318,0.106712341,0.163345337,1.68321228,0.830924983,1.518029342,0.002043166,0.240277319,0.42867508,0.780429852,38.89957287,71.77033788,99.15807676,126.0504646,29.18696434,8.858293254
PKJH,reptile_gila,block_03,2/29/2024,f85b8323-4ca7-ee3c-bb78-94b36cadb805,2024-02-29 14:30:09.862440-05:00,2024-02-29 14:40:26.996906-05:00,24,8,1553.289662,975,578.2896622,788.064482,450,338.064482,29,18,11,211,179,32,78,65,13,6.466025287,0.341902797,2.516938767,0.126390607,5,1,6,1,1,2,0,1384,188,315,79,394,75,0,34,6,69,139,64,21,0.206160693,0.242679785,5.498098615,0.524867288,1.597473145,5.205814362,5.537910461,5.86690712,8.387741089,0.100739852,0.082731026,0,0.039733887,0.082847595,0.140151978,1.614883423,0.904499371,1.753576137,0.003465342,0.261715941,0.481525846,0.930450567,149.2195701,78.53401318,100.750846,120,23.19829058,8.827187062
PKJH,reptile_gila,block_04,2/29/2024,0538e108-4c09-5ff7-ab2b-959e4a36ad6b,2024-02-29 14:44:56.836748-05:00,2024-02-29 14:55:13.438114-05:00,15,11,976.3237341,585,391.3237341,918.037361,675,243.037361,33,24,9,261,244,17,48,39,9,7.089746257,0.423288067,1.583395347,0.077846081,2,0,2,3,0,3,0,1366,187,392,65,265,60,0,34,0,95,148,92,24,0.27550552,0.302321649,5.587916704,0.476892459,1.326065063,5.307189941,5.578575134,5.911417007,8.898391724,0.120435299,0.097568582,0,0.050380707,0.100624085,0.166751862,2.283737183,0.924045545,1.472866116,0.003326298,0.273020646,0.501940305,0.987380749,31.6398937,85.22727319,104.7409558,121.9512531,17.55915487,8.518550673
QAXY,mammal_thylacine,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066963466,0.065265284,4.28451882,0.332152889,1.820724487,4.041503906,4.304107666,4.536849976,5.538772583,0.164741597,0.085309583,0,0.105796814,0.158370972,0.214660645,2.496414185,0.727589455,1.926926899,0.001929438,0.197413761,0.35967587,0.647402711,114.163213,56.8181693,69.63491518,83.33333002,54.80364314,8.155443882
QAXY,mammal_thylacine,block_01,3/5/2024,d682ff1b-4c8a-9dae-d9d5-4582be12e778,2024-03-05 13:58:16.141846-05:00,2024-03-05 14:08:31.532598-05:00,9,6,610.912121,465,145.912121,570.780497,390,180.780497,24,19,5,170,164,6,34,31,3,4.370526042,0.276247245,0.992722297,0.055249449,6,2,8,2,2,4,0,998,176,227,90,199,54,0,12,3,97,48,47,21,0.083637626,0.082004732,5.104262294,0.378467338,1.554397583,4.884874344,5.103439331,5.356128693,7.065963745,0.526013864,0.152166827,0.000320435,0.439796448,0.539413452,0.63495636,2.829025269,0.938835775,5.183636475,0.001814592,0.207896421,0.411833037,0.825377107,836.2221622,63.02518496,75.376496,88.23528546,42.7367706,7.969145445
QAXY,mammal_thylacine,block_02,3/5/2024,a8c25021-42f3-e12a-9934-d48ca28b88aa,2024-03-05 14:12:58.312074-05:00,2024-03-05 14:23:18.954013-05:00,15,8,1020.983027,885,135.9830265,689.370146,420,269.370146,33,29,4,236,227,9,63,59,4,5.925603828,0.380251455,1.645043563,0.101507804,9,2,11,3,1,4,0,930,123,188,72,247,40,0,25,4,69,66,50,42,0.07313337,0.073602807,5.053965162,0.415937417,1.298614502,4.780277252,5.054695129,5.330471039,6.395950317,0.6227085,0.150717555,0.017044067,0.569381714,0.654098511,0.718734741,2.458312988,0.836444538,2.135335726,0.00142105,0.190542783,0.378957333,0.764960982,193.1797889,63.2911423,77.40688833,92.02454688,41.8385176,7.894455748
QAXY,mammal_thylacine,block_03,3/5/2024,4ca89552-4100-084d-279e-7db3ac4df894,2024-03-05 14:29:03.133666-05:00,2024-03-05 14:39:18.350255-05:00,14,7,909.249755,675,234.249755,748.321295,360,388.321295,24,21,3,193,184,9,50,45,5,5.102490476,0.313710657,1.477934391,0.081272191,11,2,13,3,3,6,0,955,144,232,49,196,45,13,17,2,96,75,44,35,0.086467786,0.062752891,5.001386979,0.459589656,2.456390381,4.728919983,5.031517029,5.323554993,6.755310059,0.658771897,0.107530669,0.053817749,0.598022461,0.662109375,0.725021362,3.299087524,0.860773905,2.732348367,0.001319282,0.190500937,0.373558416,0.757555998,339.0036032,66.96427474,79.99552939,93.75001956,36.61672815,7.848915748
QAXY,mammal_thylacine,block_04,3/5/2024,f74ac41e-4abb-2c24-95ba-f6bd7a3aa0c5,2024-03-05 14:42:49.125351-05:00,2024-03-05 14:53:04.736432-05:00,13,6,1149.990455,435,714.990455,605.45201,390,215.45201,24,12,12,121,95,26,41,29,12,4.451029624,0.196552667,1.868047036,0.066600491,7,5,12,2,1,3,0,1008,146,193,77,247,65,20,1,0,115,64,20,56,0.113398604,0.069403375,4.889496014,0.42336011,1.692214966,4.595962524,4.927597046,5.200050354,6.260131836,0.682067444,0.109360233,0.0078125,0.615417481,0.687973023,0.754425049,2.728851318,0.884738215,2.294884982,0.001348915,0.191613745,0.368986022,0.739007486,178.1603336,63.2911423,79.52629944,94.93671344,40.38584491,7.871984229
QAZW,reptile_gila,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033199771,0.034917001,2.781742474,0.167240166,1.787399292,2.676036835,2.778358459,2.886959076,3.72744751,0.150874227,0.038587801,0.000488281,0.128814697,0.149459839,0.17175293,1.018890381,0.559343106,0.933099105,0.002064243,0.226619562,0.376660449,0.600791188,23.63925899,66.96427474,72.54144594,79.36509999,22.42684135,7.590533483
