Subject_id,Computer_name,Block_type,Date,Session_id,Match_start,Match_end,screenshot_kill,screenshot_death,Total_kill,Total_Death,Self_kill,Different,
TYZX,reptile_gila,block_01,4/3/2024,6c8bd420-4c9d-706d-8454-94b39efeea8c,2024-04-03 15:47:26.188356-04:00,2024-04-03 15:57:43.712641-04:00,1,4,1,4,0,,
XUYP,mammal_thylacine,block_01,4/3/2024,6c8bd420-4c9d-706d-8454-94b39efeea8c,2024-04-03 15:47:26.188356-04:00,2024-04-03 15:57:43.712641-04:00,0,2,0,2,0,,
ZXWE,mammal_panda,block_01,4/3/2024,6c8bd420-4c9d-706d-8454-94b39efeea8c,2024-04-03 15:47:26.188356-04:00,2024-04-03 15:57:43.712641-04:00,8,5,8,4,0,,
KJHG,reptile_komodo,block_02,4/3/2024,d108dce9-483b-883f-c89d-ccb85c4b4452,2024-04-03 16:04:37.437835-04:00,2024-04-03 16:14:53.087238-04:00,10,11,10,11,0,100%,
TYZX,reptile_gila,block_02,4/3/2024,d108dce9-483b-883f-c89d-ccb85c4b4452,2024-04-03 16:04:37.437835-04:00,2024-04-03 16:14:53.087238-04:00,1,10,1,10,0,,
XUYP,mammal_thylacine,block_02,4/3/2024,d108dce9-483b-883f-c89d-ccb85c4b4452,2024-04-03 16:04:37.437835-04:00,2024-04-03 16:14:53.087238-04:00,1,6,1,6,0,,
ZXWE,mammal_panda,block_02,4/3/2024,d108dce9-483b-883f-c89d-ccb85c4b4452,2024-04-03 16:04:37.437835-04:00,2024-04-03 16:14:53.087238-04:00,20,5,20,5,0,,
KJHG,reptile_komodo,block_03,4/3/2024,b6fe0b45-4b33-78f5-6ba6-31bd4383eb57,2024-04-03 16:19:17.222681-04:00,2024-04-03 16:29:32.498722-04:00,11,6,11,6,0,100%,
TYZX,reptile_gila,block_03,4/3/2024,b6fe0b45-4b33-78f5-6ba6-31bd4383eb57,2024-04-03 16:19:17.222681-04:00,2024-04-03 16:29:32.498722-04:00,2,11,2,11,0,,
XUYP,mammal_thylacine,block_03,4/3/2024,b6fe0b45-4b33-78f5-6ba6-31bd4383eb57,2024-04-03 16:19:17.222681-04:00,2024-04-03 16:29:32.498722-04:00,1,7,1,7,0,,
ZXWE,mammal_panda,block_03,4/3/2024,b6fe0b45-4b33-78f5-6ba6-31bd4383eb57,2024-04-03 16:19:17.222681-04:00,2024-04-03 16:29:32.498722-04:00,16,6,16,6,0,,
KJHG,reptile_komodo,block_04,4/3/2024,f916980f-4c87-8c5d-4e73-9e8eb6e76bc1,2024-04-03 16:33:27.107973-04:00,2024-04-03 16:43:42.882746-04:00,,,17,8,0,#DIV/0!,
TYZX,reptile_gila,block_04,4/3/2024,f916980f-4c87-8c5d-4e73-9e8eb6e76bc1,2024-04-03 16:33:27.107973-04:00,2024-04-03 16:43:42.882746-04:00,,,1,10,0,#DIV/0!,
XUYP,mammal_thylacine,block_04,4/3/2024,f916980f-4c87-8c5d-4e73-9e8eb6e76bc1,2024-04-03 16:33:27.107973-04:00,2024-04-03 16:43:42.882746-04:00,,,0,11,0,#DIV/0!,
ZXWE,mammal_panda,block_04,4/3/2024,f916980f-4c87-8c5d-4e73-9e8eb6e76bc1,2024-04-03 16:33:27.107973-04:00,2024-04-03 16:43:42.882746-04:00,,,18,7,0,#DIV/0!,
CVBN,reptile_komodo,block_01,4/9/2024,81378b98-41c5-d358-1442-72be5ced37bb,2024-04-09 15:25:24.122564-04:00,2024-04-09 15:35:39.881001-04:00,9,3,9,3,0,100%,
DFGH,reptile_gila,block_01,4/9/2024,81378b98-41c5-d358-1442-72be5ced37bb,2024-04-09 15:25:24.122564-04:00,2024-04-09 15:35:39.881001-04:00,3,3,3,3,0,,
DFZX,reptile_gila,block_01,4/9/2024,9e78a544-4fad-2033-7311-4f8a28b2f34f,2024-04-09 12:45:55.566185-04:00,2024-04-09 12:56:11.552493-04:00,12,8,12,8,0,,
EDFR,mammal_panda,block_01,4/9/2024,81378b98-41c5-d358-1442-72be5ced37bb,2024-04-09 15:25:24.122564-04:00,2024-04-09 15:35:39.881001-04:00,0,4,0,4,0,,
HGFD,mammal_panda,block_01,4/9/2024,9e78a544-4fad-2033-7311-4f8a28b2f34f,2024-04-09 12:45:55.566185-04:00,2024-04-09 12:56:11.552493-04:00,3,16,3,16,0,100%,
HPLX,mammal_thylacine,block_01,4/9/2024,81378b98-41c5-d358-1442-72be5ced37bb,2024-04-09 15:25:24.122564-04:00,2024-04-09 15:35:39.881001-04:00,6,8,6,8,0,,
MJKL,mammal_thylacine,block_01,4/9/2024,9e78a544-4fad-2033-7311-4f8a28b2f34f,2024-04-09 12:45:55.566185-04:00,2024-04-09 12:56:11.552493-04:00,9,18,9,18,0,,
QPOI,reptile_komodo,block_01,4/9/2024,9e78a544-4fad-2033-7311-4f8a28b2f34f,2024-04-09 12:45:55.566185-04:00,2024-04-09 12:56:11.552493-04:00,22,4,22,4,0,,
CVBN,reptile_komodo,block_02,4/9/2024,ca5139a6-4482-929d-9f37-54910b13f6a3,2024-04-09 15:41:12.594259-04:00,2024-04-09 15:51:28.226923-04:00,,,18,6,0,,
DFGH,reptile_gila,block_02,4/9/2024,ca5139a6-4482-929d-9f37-54910b13f6a3,2024-04-09 15:41:12.594259-04:00,2024-04-09 15:51:28.226923-04:00,,,10,5,0,,
DFZX,reptile_gila,block_02,4/9/2024,505ab3c0-4bfb-f248-a0ff-53be350d22d6,2024-04-09 13:00:27.405583-04:00,2024-04-09 13:10:42.868378-04:00,,,22,9,0,,
EDFR,mammal_panda,block_02,4/9/2024,ca5139a6-4482-929d-9f37-54910b13f6a3,2024-04-09 15:41:12.594259-04:00,2024-04-09 15:51:28.226923-04:00,,,4,12,1,,
HGFD,mammal_panda,block_02,4/9/2024,505ab3c0-4bfb-f248-a0ff-53be350d22d6,2024-04-09 13:00:27.405583-04:00,2024-04-09 13:10:42.868378-04:00,,,5,18,0,,
HPLX,mammal_thylacine,block_02,4/9/2024,ca5139a6-4482-929d-9f37-54910b13f6a3,2024-04-09 15:41:12.594259-04:00,2024-04-09 15:51:28.226923-04:00,,,7,16,0,,
MJKL,mammal_thylacine,block_02,4/9/2024,505ab3c0-4bfb-f248-a0ff-53be350d22d6,2024-04-09 13:00:27.405583-04:00,2024-04-09 13:10:42.868378-04:00,,,9,21,0,,
QPOI,reptile_komodo,block_02,4/9/2024,505ab3c0-4bfb-f248-a0ff-53be350d22d6,2024-04-09 13:00:27.405583-04:00,2024-04-09 13:10:42.868378-04:00,,,17,5,0,,
CVBN,reptile_komodo,block_03,4/9/2024,b2c14a1f-48d5-3766-86db-52b27a73b13b,2024-04-09 15:57:50.375414-04:00,2024-04-09 16:08:05.546501-04:00,15,8,15,8,0,100%,
DFGH,reptile_gila,block_03,4/9/2024,b2c14a1f-48d5-3766-86db-52b27a73b13b,2024-04-09 15:57:50.375414-04:00,2024-04-09 16:08:05.546501-04:00,9,6,9,6,0,,
DFZX,reptile_gila,block_03,4/9/2024,e27612de-4620-d131-fe94-1d8df7bf34e9,2024-04-09 13:15:14.374021-04:00,2024-04-09 13:25:29.235641-04:00,20,6,20,6,0,,
EDFR,mammal_panda,block_03,4/9/2024,b2c14a1f-48d5-3766-86db-52b27a73b13b,2024-04-09 15:57:50.375414-04:00,2024-04-09 16:08:05.546501-04:00,7,9,7,9,0,,
HGFD,mammal_panda,block_03,4/9/2024,e27612de-4620-d131-fe94-1d8df7bf34e9,2024-04-09 13:15:14.374021-04:00,2024-04-09 13:25:29.235641-04:00,2,16,2,15,1,100%,
HPLX,mammal_thylacine,block_03,4/9/2024,b2c14a1f-48d5-3766-86db-52b27a73b13b,2024-04-09 15:57:50.375414-04:00,2024-04-09 16:08:05.546501-04:00,7,15,7,15,0,,
MJKL,mammal_thylacine,block_03,4/9/2024,e27612de-4620-d131-fe94-1d8df7bf34e9,2024-04-09 13:15:14.374021-04:00,2024-04-09 13:25:29.235641-04:00,7,20,7,20,0,,
QPOI,reptile_komodo,block_03,4/9/2024,e27612de-4620-d131-fe94-1d8df7bf34e9,2024-04-09 13:15:14.374021-04:00,2024-04-09 13:25:29.235641-04:00,15,3,15,3,0,,
CVBN,reptile_komodo,block_04,4/9/2024,4f300843-434e-188e-ca63-70a6fceb8f72,2024-04-09 16:13:54.698624-04:00,2024-04-09 16:24:09.941301-04:00,20,5,20,5,0,99%,
DFGH,reptile_gila,block_04,4/9/2024,4f300843-434e-188e-ca63-70a6fceb8f72,2024-04-09 16:13:54.698624-04:00,2024-04-09 16:24:09.941301-04:00,14,3,14,3,0,,
DFZX,reptile_gila,block_04,4/9/2024,5d02a094-4bec-a7f8-e7d4-979a9b28ba7c,2024-04-09 13:29:13.404374-04:00,2024-04-09 13:39:30.583512-04:00,20,13,19,12,1,,
EDFR,mammal_panda,block_04,4/9/2024,4f300843-434e-188e-ca63-70a6fceb8f72,2024-04-09 16:13:54.698624-04:00,2024-04-09 16:24:09.941301-04:00,3,14,3,14,0,,
HGFD,mammal_panda,block_04,4/9/2024,5d02a094-4bec-a7f8-e7d4-979a9b28ba7c,2024-04-09 13:29:13.404374-04:00,2024-04-09 13:39:30.583512-04:00,5,15,5,14,0,,
HPLX,mammal_thylacine,block_04,4/9/2024,4f300843-434e-188e-ca63-70a6fceb8f72,2024-04-09 16:13:54.698624-04:00,2024-04-09 16:24:09.941301-04:00,5,20,5,20,0,,
MJKL,mammal_thylacine,block_04,4/9/2024,5d02a094-4bec-a7f8-e7d4-979a9b28ba7c,2024-04-09 13:29:13.404374-04:00,2024-04-09 13:39:30.583512-04:00,15,12,15,12,0,,
QPOI,reptile_komodo,block_04,4/9/2024,5d02a094-4bec-a7f8-e7d4-979a9b28ba7c,2024-04-09 13:29:13.404374-04:00,2024-04-09 13:39:30.583512-04:00,7,8,7,8,0,,
LKMN,mammal_panda,block_01,4/10/2024,fff26c4d-43e8-7f61-fd2b-5782e7e5534a,2024-04-10 15:32:42.993256-04:00,2024-04-10 15:42:58.054943-04:00,9,18,9,18,0,100%,
MNOP,mammal_thylacine,block_01,4/10/2024,fff26c4d-43e8-7f61-fd2b-5782e7e5534a,2024-04-10 15:32:42.993256-04:00,2024-04-10 15:42:58.054943-04:00,8,12,8,12,0,,
QWER,reptile_gila,block_01,4/10/2024,fff26c4d-43e8-7f61-fd2b-5782e7e5534a,2024-04-10 15:32:42.993256-04:00,2024-04-10 15:42:58.054943-04:00,18,6,18,6,0,,
LKMN,mammal_panda,block_02,4/10/2024,5f37dd81-4a8f-f82f-c1a4-989ea7e3cc0d,2024-04-10 15:48:53.514967-04:00,2024-04-10 15:59:09.385737-04:00,12,9,11,9,0,97%,
MNOP,mammal_thylacine,block_02,4/10/2024,5f37dd81-4a8f-f82f-c1a4-989ea7e3cc0d,2024-04-10 15:48:53.514967-04:00,2024-04-10 15:59:09.385737-04:00,10,14,10,13,1,,
QWER,reptile_gila,block_02,4/10/2024,5f37dd81-4a8f-f82f-c1a4-989ea7e3cc0d,2024-04-10 15:48:53.514967-04:00,2024-04-10 15:59:09.385737-04:00,19,8,19,7,0,,
LKMN,mammal_panda,block_03,4/10/2024,39593e97-4ced-1883-561b-c1981864c0f2,2024-04-10 16:02:52.761861-04:00,2024-04-10 16:13:08.723667-04:00,,,6,11,0,#DIV/0!,
MNOP,mammal_thylacine,block_03,4/10/2024,39593e97-4ced-1883-561b-c1981864c0f2,2024-04-10 16:02:52.761861-04:00,2024-04-10 16:13:08.723667-04:00,,,8,10,0,,
QWER,reptile_gila,block_03,4/10/2024,39593e97-4ced-1883-561b-c1981864c0f2,2024-04-10 16:02:52.761861-04:00,2024-04-10 16:13:08.723667-04:00,,,14,5,0,,
LKMN,mammal_panda,block_04,4/10/2024,663178b4-4750-34d4-90da-7cb074beb55e,2024-04-10 16:17:10.545409-04:00,2024-04-10 16:27:26.081931-04:00,12,7,12,7,0,100%,
MNOP,mammal_thylacine,block_04,4/10/2024,663178b4-4750-34d4-90da-7cb074beb55e,2024-04-10 16:17:10.545409-04:00,2024-04-10 16:27:26.081931-04:00,7,14,7,14,0,,
QWER,reptile_gila,block_04,4/10/2024,663178b4-4750-34d4-90da-7cb074beb55e,2024-04-10 16:17:10.545409-04:00,2024-04-10 16:27:26.081931-04:00,14,7,14,7,0,,
BVCX,mammal_panda,block_01,4/16/2024,1263e8ef-4b1f-9a88-a07b-85971cac44ab,2024-04-16 10:57:55.237102-04:00,2024-04-16 11:08:10.982526-04:00,2,11,2,11,0,100%,
LKJH,mammal_thylacine,block_01,4/16/2024,1263e8ef-4b1f-9a88-a07b-85971cac44ab,2024-04-16 10:57:55.237102-04:00,2024-04-16 11:08:10.982526-04:00,5,11,5,11,0,,
QAZW,reptile_gila,block_01,4/16/2024,1263e8ef-4b1f-9a88-a07b-85971cac44ab,2024-04-16 10:57:55.237102-04:00,2024-04-16 11:08:10.982526-04:00,13,2,13,2,0,,
XCVH,reptile_komodo,block_01,4/16/2024,1263e8ef-4b1f-9a88-a07b-85971cac44ab,2024-04-16 10:57:55.237102-04:00,2024-04-16 11:08:10.982526-04:00,9,5,9,5,0,,
BVCX,mammal_panda,block_02,4/16/2024,6ee85647-4297-186c-24fa-c4970441459c,2024-04-16 11:12:32.018475-04:00,2024-04-16 11:22:47.387228-04:00,3,21,3,21,0,100%,
LKJH,mammal_thylacine,block_02,4/16/2024,6ee85647-4297-186c-24fa-c4970441459c,2024-04-16 11:12:32.018475-04:00,2024-04-16 11:22:47.387228-04:00,8,11,8,11,0,,
QAZW,reptile_gila,block_02,4/16/2024,6ee85647-4297-186c-24fa-c4970441459c,2024-04-16 11:12:32.018475-04:00,2024-04-16 11:22:47.387228-04:00,23,4,23,4,0,,
XCVH,reptile_komodo,block_02,4/16/2024,6ee85647-4297-186c-24fa-c4970441459c,2024-04-16 11:12:32.018475-04:00,2024-04-16 11:22:47.387228-04:00,9,7,9,7,0,,
BVCX,mammal_panda,block_03,4/16/2024,b8103d26-48b2-edb7-9cf6-febff2e0b27b,2024-04-16 11:27:04.499339-04:00,2024-04-16 11:37:19.733358-04:00,2,16,2,16,0,100%,
LKJH,mammal_thylacine,block_03,4/16/2024,b8103d26-48b2-edb7-9cf6-febff2e0b27b,2024-04-16 11:27:04.499339-04:00,2024-04-16 11:37:19.733358-04:00,5,14,5,14,0,,
QAZW,reptile_gila,block_03,4/16/2024,b8103d26-48b2-edb7-9cf6-febff2e0b27b,2024-04-16 11:27:04.499339-04:00,2024-04-16 11:37:19.733358-04:00,20,3,20,3,0,,
XCVH,reptile_komodo,block_03,4/16/2024,b8103d26-48b2-edb7-9cf6-febff2e0b27b,2024-04-16 11:27:04.499339-04:00,2024-04-16 11:37:19.733358-04:00,10,4,10,4,0,,
BVCX,mammal_panda,block_04,4/16/2024,7dcb719f-46a8-2478-bac5-4da70d64241f,2024-04-16 11:41:35.548627-04:00,2024-04-16 11:51:51.212965-04:00,4,13,4,13,0,100%,
LKJH,mammal_thylacine,block_04,4/16/2024,7dcb719f-46a8-2478-bac5-4da70d64241f,2024-04-16 11:41:35.548627-04:00,2024-04-16 11:51:51.212965-04:00,3,15,3,15,0,,
QAZW,reptile_gila,block_04,4/16/2024,7dcb719f-46a8-2478-bac5-4da70d64241f,2024-04-16 11:41:35.548627-04:00,2024-04-16 11:51:51.212965-04:00,20,4,20,4,0,,
XCVH,reptile_komodo,block_04,4/16/2024,7dcb719f-46a8-2478-bac5-4da70d64241f,2024-04-16 11:41:35.548627-04:00,2024-04-16 11:51:51.212965-04:00,8,3,8,3,0,,
BVCX,mammal_panda,baseline,,,,,,,,,,#DIV/0!,
CVBN,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,
DFGH,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
DFZX,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
DKLQ,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,
EDFR,mammal_panda,baseline,,,,,,,,,,#DIV/0!,
FTLD,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
GHJK,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
GTYU,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,
HGFD,mammal_panda,baseline,,,,,,,,,,#DIV/0!,
HJKL,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
HPLX,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
JHGF,mammal_panda,baseline,,,,,,,,,,#DIV/0!,0
JKLZ,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,0
KJHG,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,0
LKJH,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,0
LKMN,mammal_panda,baseline,,,,,,,,,,#DIV/0!,
LKPW,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
LPDW,mammal_panda,baseline,,,,,,,,,,#DIV/0!,
LPZV,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
LRTB,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
MJKL,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
MJUY,mammal_panda,baseline,,,,,,,,,,#DIV/0!,
MNBW,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,
MNOP,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
MTYH,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
NMBV,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
OPKJ,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
PKJH,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
QAXY,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
QAZW,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
QPOI,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,
QWER,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
QWRT,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
QXZW,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
RQWE,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
SBQRG,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,
SBTBT,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
SNMVN,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
SPKZR,mammal_panda,baseline,,,,,,,,,,#DIV/0!,
SRKLP,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,
STWXJ,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
SVTZM,mammal_panda,baseline,,,,,,,,,,#DIV/0!,
SXVBN,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
TYDF,mammal_panda,baseline,,,,,,,,,,#DIV/0!,
TYZX,reptile_gila,baseline,,,,,,,,,,#DIV/0!,
UYGH,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,
VBNM,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,
VFTY,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
VNPL,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,
WERT,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,
WZXE,mammal_panda,baseline,,,,,,,,,,#DIV/0!,
XCVH,reptile_komodo,baseline,,,,,,,,,,#DIV/0!,
XUYP,mammal_thylacine,baseline,,,,,,,,,,#DIV/0!,
XZPT,mammal_panda,baseline,,,,,,,,,,,
ZRTY,reptile_gila,baseline,,,,,,,,,,,
ZXCV,mammal_panda,baseline,,,,,,,,,,,
ZXWE,mammal_panda,baseline,,,,,,,,,,,
ZYXW,mammal_panda,baseline,,,,,,,,,,,
