Subject_id,Computer_name,Block_type,Heart_rate_min,Heart_rate_mean,Heart_rate_max,Heart_rate_variability,ECG_signal_to_noise,Workload
BVCX,mammal_panda,block_04,63.29114229666516,73.15861586273108,84.74576933270069,27.546100364704444,10.934141451997053,0.9997765421867371
BVCX,mammal_panda,block_04,63.29114229666516,71.03466144349987,80.64516583871752,25.267598611385058,10.777599991418597,0.999232292175293
BVCX,mammal_panda,block_04,63.29114229666516,69.02297790924496,77.31958534831847,23.079101382420852,10.859113293126008,0.9978616833686829
BVCX,mammal_panda,block_04,63.29114229666516,67.58104226758003,76.14212165881217,18.875030477689734,10.7993787893353,0.996407687664032
BVCX,mammal_panda,block_04,63.29114229666516,66.89240871533205,72.11538312747284,17.276655749375372,10.800327554592391,0.9889264106750488
BVCX,mammal_panda,block_04,63.29114229666516,66.17066045978788,69.44443785236759,17.648416188163363,10.754617311402246,0.9777368903160095
BVCX,mammal_panda,block_04,63.55932164863416,66.57645868634738,69.76743102911978,14.59938591711658,10.740970333189004,0.9823040962219238
BVCX,mammal_panda,block_04,63.55932164863416,67.17617314187775,70.09346231704994,14.966590665465807,10.770189934859998,0.9843107461929321
BVCX,mammal_panda,block_04,64.37768780517005,67.84864244844424,70.75473273636831,17.260692876461135,10.812106967190045,0.9944022297859192
BVCX,mammal_panda,block_04,63.02520073989889,67.51092005547267,70.75473273636831,21.94540262415335,10.810501243018443,0.9834946990013123
BVCX,mammal_panda,block_04,61.98347522687943,66.87575567247951,70.75473273636831,21.360627623518766,10.78230403792074,0.9558494091033936
BVCX,mammal_panda,block_04,61.47542040824303,66.02058884037147,70.75473273636831,20.963463331999996,10.8194281209338,0.9280555844306946
BVCX,mammal_panda,block_04,61.47542040824303,66.23798489440672,70.75473273636831,23.933271054120137,10.602837311329798,0.9356090426445007
BVCX,mammal_panda,block_04,61.47542040824303,66.14943896279941,70.75471284339443,22.37341070427333,10.636329068268237,0.9318050146102905
BVCX,mammal_panda,block_04,61.98347522687943,66.89101066624772,70.75471284339443,22.189795657959092,10.764977794550747,0.9571563005447388
BVCX,mammal_panda,block_04,61.98347522687943,66.91795719190978,70.75471284339443,15.802306687594694,10.781873289374687,0.9463398456573486
BVCX,mammal_panda,block_04,63.02521652391186,67.80697648551484,70.75471284339443,20.30431810205226,10.802743469596134,0.9826692342758179
BVCX,mammal_panda,block_04,64.10257298513348,67.7676832249128,70.75471284339443,17.582971806859298,10.82782009018323,0.9928366541862488
BVCX,mammal_panda,block_04,63.02520073989889,66.91534236325336,70.09346231704994,18.23979078129745,10.915738278574722,0.977120041847229
BVCX,mammal_panda,block_04,61.98345996034075,65.79260790114503,69.76745037081024,18.299110477075878,10.866186230507564,0.9347363114356995
BVCX,mammal_panda,block_04,61.98345996034075,64.99379634446024,69.12442153282265,18.148826559129077,10.67555298027559,0.9210880994796753
BVCX,mammal_panda,block_04,61.98345996034075,64.29892659645951,68.4931563519777,19.35514825875087,10.83695782406011,0.9097646474838257
BVCX,mammal_panda,block_04,61.98345996034075,63.60242656583191,65.2174027971169,14.005336674394574,10.791374454741858,0.9397326707839966
BVCX,mammal_panda,block_04,61.98345996034075,63.74825263522658,66.07929570941081,14.986444561552378,10.687046674030071,0.9320931434631348
BVCX,mammal_panda,block_04,61.98345996034075,64.17796060332702,67.87329833471107,17.987669847553327,10.710978807304066,0.9109810590744019
BVCX,mammal_panda,block_04,62.499997516473236,65.48211136799715,73.52941313966888,26.715442077863546,10.76921108496366,0.9881165027618408
BVCX,mammal_panda,block_04,62.499997516473236,65.98079550075987,73.52941313966888,26.90727256046208,10.831976291799826,0.9884269833564758
BVCX,mammal_panda,block_04,62.500013038518766,66.06978189703457,73.52941313966888,27.39242550306608,10.905246802371016,0.9886705875396729
